"country","decimalLatitude","decimalLongitude","Site","yearCollected","monthCollected","dayCollected","date","date_t1","date_t2","genus","species","scientific","susceptibility","BdDetected","BsalDetected","fatal","sppAbun","siteAbun","richness","alphadiv","soilMoisture_date","soilMoisture_date_t1","soilMoisture_date_t2","temp_date","temp_date_t1","temp_date_t2"
"Germany",49.890914,6.590448,81,2019,3,26,2019-03-26,2019-02-24,2019-01-25,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",3,17,2,2.75158194400376,5.78919363021851,5.64412689208984,5.49967670440674,5.475091552734,3.871331787109,-0.117041015624977
"Germany",50.266288,6.359244,142,2019,5,16,2019-05-16,2019-04-16,2019-03-17,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",1,1,1,0,6.12407684326172,6.27607393264771,6.54649591445923,8.409906005859,8.514245605469,3.72808227539105
"Germany",50.747073,6.366391,280,2019,4,2,2019-04-02,2019-03-03,2019-02-01,"Bufo","bufo","Bufo bufo",1,"0","0","0",1,1,1,0,5.84523344039917,5.79895544052124,5.9330415725708,9.305169677734,8.58803710937502,0.806146240234
"Germany",50.70178,6.270098,260,2018,10,22,2018-10-22,2018-09-22,2018-08-23,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",15,15,1,2.70805020110221,4.68820381164551,4.74090671539307,4.61762046813965,8.727532958984,11.13955078125,19.818780517578
"Germany",49.919317,6.405269,83,2019,4,24,2019-04-24,2019-03-25,2019-02-23,"Rana","temporaria","Rana temporaria",1,"0","0","0",1,3,3,1.09861228866811,5.83768510818481,5.88291168212891,5.69577360153198,13.024499511719,4.294763183594,3.945397949219
"Germany",49.919317,6.405269,83,2019,4,24,2019-04-24,2019-03-25,2019-02-23,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,3,3,1.09861228866811,5.83768510818481,5.88291168212891,5.69577360153198,13.024499511719,4.294763183594,3.945397949219
"Germany",49.919317,6.405269,83,2019,4,24,2019-04-24,2019-03-25,2019-02-23,"Bufo","bufo","Bufo bufo",1,"0","0","0",1,3,3,1.09861228866811,5.83768510818481,5.88291168212891,5.69577360153198,13.024499511719,4.294763183594,3.945397949219
"Germany",49.828069,6.403899,58,2015,5,4,2015-05-04,2015-04-04,2015-03-05,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",4,4,1,1.38629436111989,6.18057060241699,6.47422218322754,6.45096111297607,16.197290039062,3.64275512695303,2.66768798828105
"Germany",50.789973,6.375219,307,2019,4,9,2019-04-09,2019-03-10,2019-02-08,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,6.55351400375366,6.72078466415405,6.3384222984314,11.504602050781,7.28679809570303,6.82296142578105
"Germany",50.735368,6.294149,271,2015,5,3,2015-05-03,2015-04-03,2015-03-04,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",22,22,1,3.09104245335832,6.20093774795532,6.41787385940552,6.49264669418335,12.343621826172,3.584222412109,1.75475463867201
"Germany",50.747069,6.366387,276,2017,4,5,2017-04-05,2017-03-06,2017-02-04,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",5,5,1,1.6094379124341,5.99087238311768,6.37557458877563,6.20449304580688,7.06792602539105,5.50631103515605,3.76583251953105
"Germany",49.976417,6.474156,90,2017,4,10,2017-04-10,2017-03-11,2017-02-09,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",12,28,2,3.32244137095084,5.93997192382812,6.28398895263672,6.10342311859131,10.375177001953,5.08330688476605,-0.463415527343955
"Germany",49.976417,6.474156,90,2017,4,10,2017-04-10,2017-03-11,2017-02-09,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",16,28,2,3.32244137095084,5.93997192382812,6.28398895263672,6.10342311859131,10.375177001953,5.08330688476605,-0.463415527343955
"Germany",50.676448,6.198452,248,2018,3,7,2018-03-07,2018-02-05,2018-01-06,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,6.4958872795105,6.58174085617065,6.34040546417236,3.31368408203105,-2.266760253906,4.60314331054701
"Germany",50.735368,6.294149,271,2015,3,25,2015-03-25,2015-02-23,2015-01-24,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",7,9,3,2.06222568559275,6.40051889419556,6.64342737197876,6.43157911300659,4.296716308594,2.65300903320303,-0.759436035156
"Germany",50.735368,6.294149,271,2015,3,25,2015-03-25,2015-02-23,2015-01-24,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",1,9,3,2.06222568559275,6.40051889419556,6.64342737197876,6.43157911300659,4.296716308594,2.65300903320303,-0.759436035156
"Germany",50.735368,6.294149,271,2015,3,25,2015-03-25,2015-02-23,2015-01-24,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",1,9,3,2.06222568559275,6.40051889419556,6.64342737197876,6.43157911300659,4.296716308594,2.65300903320303,-0.759436035156
"Germany",51.448228,7.279486,359,2019,5,19,2019-05-19,2019-04-19,2019-03-20,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,5.4503378868103,5.2465934753418,5.6957688331604,15.485101318359,15.140985107422,6.21422729492201
"Germany",50.735368,6.294149,271,2019,2,28,2019-02-28,2019-01-29,2018-12-30,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",18,21,3,2.94118529398544,5.70479106903076,5.76179790496826,5.4750189781189,8.57534179687502,-0.675512695311966,1.553460693359
"Germany",50.735368,6.294149,271,2019,2,28,2019-02-28,2019-01-29,2018-12-30,"Bufo","bufo","Bufo bufo",1,"0","0","0",1,21,3,2.94118529398544,5.70479106903076,5.76179790496826,5.4750189781189,8.57534179687502,-0.675512695311966,1.553460693359
"Germany",50.735368,6.294149,271,2019,2,28,2019-02-28,2019-01-29,2018-12-30,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",2,21,3,2.94118529398544,5.70479106903076,5.76179790496826,5.4750189781189,8.57534179687502,-0.675512695311966,1.553460693359
"Germany",50.717116,6.345695,266,2019,5,3,2019-05-03,2019-04-03,2019-03-04,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",24,27,2,3.22554942521745,5.78992938995361,5.98880815505981,5.94667959213257,7.36318359375002,5.12615356445303,6.456384277344
"Germany",50.717116,6.345695,266,2019,5,3,2019-05-03,2019-04-03,2019-03-04,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",3,27,2,3.22554942521745,5.78992938995361,5.98880815505981,5.94667959213257,7.36318359375002,5.12615356445303,6.456384277344
"Germany",50.619605,6.494605,226,2018,3,10,2018-03-10,2018-02-08,2018-01-09,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,6.33880043029785,6.31706809997559,6.02976131439209,9.69185791015605,-3.91776123046895,4.17104492187502
"Germany",51.403281,6.995988,346,2019,2,28,2019-02-28,2019-01-29,2018-12-30,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",20,20,1,2.99573227355399,6.7894721031189,6.6406078338623,6.36160564422607,7.79558715820303,-0.0211853027339544,-0.861273193358954
"Germany",50.737227,6.413199,272,2019,3,16,2019-03-16,2019-02-14,2019-01-15,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,6.20782709121704,5.78567409515381,5.68500185012817,8.12261352539105,4.48980102539105,3.06609497070303
"Germany",50.613929,6.431371,224,2018,3,15,2018-03-15,2018-02-13,2018-01-14,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",1,3,2,1.05492016798614,6.44399547576904,6.33815383911133,6.01847839355469,5.39571533203105,-1.43347778320299,1.268884277344
"Germany",50.613929,6.431371,224,2018,3,15,2018-03-15,2018-02-13,2018-01-14,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,3,2,1.05492016798614,6.44399547576904,6.33815383911133,6.01847839355469,5.39571533203105,-1.43347778320299,1.268884277344
"Germany",50.70178,6.270098,260,2016,5,10,2016-05-10,2016-04-10,2016-03-11,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,6.07621812820435,6.28651237487793,6.40002870559692,15.205346679688,9.17882690429701,2.045892333984
"Germany",50.045353,6.53039,95,2017,4,19,2017-04-19,2017-03-20,2017-02-18,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",1,5,3,1.49903067297901,5.92108201980591,6.31610488891602,6.14699459075928,1.61809692382803,8.014489746094,3.17788085937502
"Germany",50.045353,6.53039,95,2017,4,19,2017-04-19,2017-03-20,2017-02-18,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0","0","0",3,5,3,1.49903067297901,5.92108201980591,6.31610488891602,6.14699459075928,1.61809692382803,8.014489746094,3.17788085937502
"Germany",50.045353,6.53039,95,2017,4,19,2017-04-19,2017-03-20,2017-02-18,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",1,5,3,1.49903067297901,5.92108201980591,6.31610488891602,6.14699459075928,1.61809692382803,8.014489746094,3.17788085937502
"Germany",50.624294,6.502346,233,2018,3,28,2018-03-28,2018-02-26,2018-01-27,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,7.5963249206543,7.4798436164856,7.48110342025757,6.67083129882803,-6.03519287109395,4.40346679687502
"Germany",51.41865,6.930562,350,2019,3,23,2019-03-23,2019-02-21,2019-01-22,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",13,19,5,2.74897243453095,6.89078760147095,6.79625988006592,6.53182888031006,8.48946533203105,7.758386230469,-2.84827270507799
"Germany",51.41865,6.930562,350,2019,3,23,2019-03-23,2019-02-21,2019-01-22,"Bufo","bufo","Bufo bufo",1,"0","0","0",1,19,5,2.74897243453095,6.89078760147095,6.79625988006592,6.53182888031006,8.48946533203105,7.758386230469,-2.84827270507799
"Germany",51.41865,6.930562,350,2019,3,23,2019-03-23,2019-02-21,2019-01-22,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",3,19,5,2.74897243453095,6.89078760147095,6.79625988006592,6.53182888031006,8.48946533203105,7.758386230469,-2.84827270507799
"Germany",51.41865,6.930562,350,2019,3,23,2019-03-23,2019-02-21,2019-01-22,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0","0","0",1,19,5,2.74897243453095,6.89078760147095,6.79625988006592,6.53182888031006,8.48946533203105,7.758386230469,-2.84827270507799
"Germany",51.41865,6.930562,350,2019,3,23,2019-03-23,2019-02-21,2019-01-22,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","1","0",3,19,5,2.74897243453095,6.89078760147095,6.79625988006592,6.53182888031006,8.48946533203105,7.758386230469,-2.84827270507799
"Germany",51.41865,6.930562,350,2019,3,23,2019-03-23,2019-02-21,2019-01-22,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",13,19,5,2.74897243453095,6.89078760147095,6.79625988006592,6.53182888031006,8.48946533203105,7.758386230469,-2.84827270507799
"Germany",51.41865,6.930562,350,2019,3,23,2019-03-23,2019-02-21,2019-01-22,"Rana","temporaria","Rana temporaria",1,"0","1","0",1,19,5,2.74897243453095,6.89078760147095,6.79625988006592,6.53182888031006,8.48946533203105,7.758386230469,-2.84827270507799
"Germany",50.613929,6.431371,224,2015,4,26,2015-04-26,2015-03-27,2015-02-25,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",32,32,1,3.46573590279973,6.3002290725708,6.31131935119629,6.48983860015869,12.092065429688,4.14455566406201,2.10476074218803
"Germany",50.684688,6.412117,252,2019,3,6,2019-03-06,2019-02-04,2019-01-05,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,5.85244035720825,5.74264478683472,5.65939378738403,7.75396118164105,0.154138183594,3.44118652343803
"Germany",51.423306,7.033296,351,2019,4,2,2019-04-02,2019-03-03,2019-02-01,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,7.21709537506104,7.20675945281982,7.04828691482544,9.64537963867201,9.00371704101605,0.465783691406045
"Germany",50.735368,6.294149,271,2016,4,12,2016-04-12,2016-03-13,2016-02-12,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",18,18,1,2.89037175789616,6.34049892425537,6.37732028961182,6.26511859893799,10.050714111328,1.87188110351605,0.816979980469
"Germany",50.735368,6.294149,271,2016,4,12,2016-04-12,2016-03-13,2016-02-12,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",18,18,1,2.89037175789616,6.34049892425537,6.37732028961182,6.26511859893799,10.050714111328,1.87188110351605,0.816979980469
"Germany",50.555043,6.426633,203,2018,4,25,2018-04-25,2018-03-26,2018-02-24,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0","0","0",1,3,2,1.05492016798614,6.00937366485596,6.28521203994751,6.28475713729858,10.816064453125,4.65319213867201,-3.65216674804697
"Germany",50.555043,6.426633,203,2018,4,25,2018-04-25,2018-03-26,2018-02-24,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","1","0",2,3,2,1.05492016798614,6.00937366485596,6.28521203994751,6.28475713729858,10.816064453125,4.65319213867201,-3.65216674804697
"Germany",50.555043,6.426633,203,2018,4,25,2018-04-25,2018-03-26,2018-02-24,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",2,3,2,1.05492016798614,6.00937366485596,6.28521203994751,6.28475713729858,10.816064453125,4.65319213867201,-3.65216674804697
"Germany",50.578169,6.278448,213,2017,7,27,2017-07-27,2017-06-27,2017-05-28,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,5.36457777023315,5.43396949768066,5.52159786224365,16.377648925781,17.469384765625,20.976586914062
"Germany",50.692652,6.47664,256,2018,4,20,2018-04-20,2018-03-21,2018-02-19,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",2,2,1,0.693147180559945,6.01614093780518,6.30821418762207,6.33999872207642,18.314965820312,-0.285345458983954,-0.785833740233954
"Germany",49.856419,6.448153,76,2016,3,28,2016-03-28,2016-02-27,2016-01-28,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,6.45117378234863,6.28345251083374,6.11500978469849,6.751702880859,0.679864501953034,6.018792724609
"Germany",51.41865,6.930562,350,2018,5,14,2018-05-14,2018-04-14,2018-03-15,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,6.88821840286255,7.29681873321533,7.49295568466187,18.434869384766,13.596368408203,6.86492309570303
"Germany",51.437,7.257333,356,2018,5,23,2018-05-23,2018-04-23,2018-03-24,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,5.19985866546631,5.78982162475586,6.10383367538452,18.06728515625,14.057794189453,5.321130371094
"Germany",50.735089,6.359651,270,2019,3,15,2019-03-15,2019-02-13,2019-01-14,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",8,15,2,2.70584927029447,6.41770935058594,5.82313299179077,5.83727598190308,7.85588989257803,2.32082519531201,2.34392700195303
"Germany",50.735089,6.359651,270,2019,3,15,2019-03-15,2019-02-13,2019-01-14,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",8,15,2,2.70584927029447,6.41770935058594,5.82313299179077,5.83727598190308,7.85588989257803,2.32082519531201,2.34392700195303
"Germany",50.735089,6.359651,270,2019,3,15,2019-03-15,2019-02-13,2019-01-14,"Bufo","bufo","Bufo bufo",1,"0","0","0",7,15,2,2.70584927029447,6.41770935058594,5.82313299179077,5.83727598190308,7.85588989257803,2.32082519531201,2.34392700195303
"Germany",50.578169,6.278448,213,2015,12,2,2015-12-02,2015-11-02,2015-10-03,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",6,6,1,1.79175946922805,5.96290588378906,5.5250825881958,5.44639444351196,7.42540893554701,8.30709228515605,12.473474121094
"Germany",50.735368,6.294149,271,2015,12,8,2015-12-08,2015-11-08,2015-10-09,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,5.94559049606323,5.55269002914429,5.5444130897522,8.60442504882803,13.463677978516,10.342858886719
"Germany",50.421674,6.493919,187,2018,7,24,2018-07-24,2018-06-24,2018-05-25,"Triturus","cristatus","Triturus cristatus",3,"0","0","0",1,1,1,0,5.42620372772217,6.19081830978394,6.18569993972778,21.778192138672,12.520989990234,17.125115966797
"Germany",50.756932,6.321338,296,2018,3,27,2018-03-27,2018-02-25,2018-01-26,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,7.24377059936523,7.14877557754517,7.09429788589478,6.017327880859,-3.38724365234395,5.74645385742201
"Germany",50.684688,6.412117,252,2018,10,22,2018-10-22,2018-09-22,2018-08-23,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",1,1,1,0,4.68820381164551,4.74090671539307,4.61762046813965,8.727532958984,11.13955078125,19.818780517578
"Germany",51.511293,7.235178,363,2019,8,17,2019-08-17,2019-07-18,2019-06-18,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",7,7,1,1.94591014905531,4.68639993667603,4.10435152053833,4.16722345352173,18.989221191406,20.987359619141,24.343499755859
"Germany",49.880094,6.426085,79,2017,3,29,2017-03-29,2017-02-27,2017-01-28,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",26,32,2,3.38412201170027,6.07133483886719,6.40352010726929,5.99564743041992,10.333947753906,8.08437500000002,-1.22406616210895
"Germany",49.880094,6.426085,79,2017,3,29,2017-03-29,2017-02-27,2017-01-28,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",6,32,2,3.38412201170027,6.07133483886719,6.40352010726929,5.99564743041992,10.333947753906,8.08437500000002,-1.22406616210895
"Germany",50.55541,6.43618,205,2018,4,17,2018-04-17,2018-03-18,2018-02-16,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0","1","0",2,5,2,1.59109556359594,6.17603397369385,6.33471393585205,6.36857032775879,12.384515380859,-3.675543212891,1.10289916992201
"Germany",50.55541,6.43618,205,2018,4,17,2018-04-17,2018-03-18,2018-02-16,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0","0","0",2,5,2,1.59109556359594,6.17603397369385,6.33471393585205,6.36857032775879,12.384515380859,-3.675543212891,1.10289916992201
"Germany",50.55541,6.43618,205,2018,4,17,2018-04-17,2018-03-18,2018-02-16,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","1","0",3,5,2,1.59109556359594,6.17603397369385,6.33471393585205,6.36857032775879,12.384515380859,-3.675543212891,1.10289916992201
"Germany",50.55541,6.43618,205,2018,4,17,2018-04-17,2018-03-18,2018-02-16,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",3,5,2,1.59109556359594,6.17603397369385,6.33471393585205,6.36857032775879,12.384515380859,-3.675543212891,1.10289916992201
"Germany",50.613929,6.431371,224,2019,4,2,2019-04-02,2019-03-03,2019-02-01,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",3,8,2,2.05214115964953,5.84523344039917,5.79895544052124,5.9330415725708,9.305169677734,8.58803710937502,0.806146240234
"Germany",50.613929,6.431371,224,2019,4,2,2019-04-02,2019-03-03,2019-02-01,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",5,8,2,2.05214115964953,5.84523344039917,5.79895544052124,5.9330415725708,9.305169677734,8.58803710937502,0.806146240234
"Germany",49.864623,10.488179,77,2020,7,1,2020-07-01,2020-06-01,2020-05-02,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",3,3,1,1.09861228866811,5.70851516723633,5.77225017547607,6.23739528656006,20.559686279297,16.003564453125,9.05669555664105
"Germany",49.864623,10.488179,77,2020,7,1,2020-07-01,2020-06-01,2020-05-02,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","1","0",3,3,1,1.09861228866811,5.70851516723633,5.77225017547607,6.23739528656006,20.559686279297,16.003564453125,9.05669555664105
"Germany",50.747069,6.366387,276,2017,4,18,2017-04-18,2017-03-19,2017-02-17,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",15,17,2,2.76086661503792,6.04580783843994,6.36677265167236,6.20992469787598,2.94909057617201,9.20275268554701,4.79830322265605
"Germany",50.747069,6.366387,276,2017,4,18,2017-04-18,2017-03-19,2017-02-17,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",2,17,2,2.76086661503792,6.04580783843994,6.36677265167236,6.20992469787598,2.94909057617201,9.20275268554701,4.79830322265605
"Germany",51.81343,6.373628,375,2019,5,27,2019-05-27,2019-04-27,2019-03-28,"Triturus","cristatus","Triturus cristatus",3,"0","0","0",4,6,2,1.74806734854609,5.86487770080566,6.13411808013916,6.00979089736938,14.542108154297,9.00753173828105,9.52874145507803
"Germany",51.81343,6.373628,375,2019,5,27,2019-05-27,2019-04-27,2019-03-28,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0","0","0",2,6,2,1.74806734854609,5.86487770080566,6.13411808013916,6.00979089736938,14.542108154297,9.00753173828105,9.52874145507803
"Germany",51.511293,7.235178,363,2019,5,28,2019-05-28,2019-04-28,2019-03-29,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",9,9,1,2.19722457733622,5.19190406799316,4.9574089050293,4.55650997161865,12.923333740234,9.85320434570303,11.84560546875
"Germany",50.624289,6.502341,228,2019,4,16,2019-04-16,2019-03-17,2019-02-15,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",6,6,1,1.79175946922805,6.67880392074585,6.92797613143921,6.58829879760742,9.85720214843803,5.60747680664105,4.587487792969
"Germany",51.431025,6.968945,353,2019,4,25,2019-04-25,2019-03-26,2019-02-24,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",8,16,3,2.73239269426099,6.80667638778687,6.88941860198975,6.76868772506714,13.967431640625,5.06853637695303,5.33696899414105
"Germany",51.431025,6.968945,353,2019,4,25,2019-04-25,2019-03-26,2019-02-24,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0","0","0",7,16,3,2.73239269426099,6.80667638778687,6.88941860198975,6.76868772506714,13.967431640625,5.06853637695303,5.33696899414105
"Germany",51.431025,6.968945,353,2019,4,25,2019-04-25,2019-03-26,2019-02-24,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",1,16,3,2.73239269426099,6.80667638778687,6.88941860198975,6.76868772506714,13.967431640625,5.06853637695303,5.33696899414105
"Germany",50.737227,6.413199,272,2018,3,27,2018-03-27,2018-02-25,2018-01-26,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",24,24,1,3.17805383034795,6.44118881225586,6.26839876174927,6.26652097702026,4.42058715820303,-5.494635009766,4.33217773437502
"Germany",51.437,7.257333,356,2018,4,3,2018-04-03,2018-03-04,2018-02-02,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,6.14264011383057,6.13574171066284,6.33194398880005,11.847192382812,4.64162597656201,2.13829956054701
"Germany",50.672648,6.230209,246,2019,3,9,2019-03-09,2019-02-07,2019-01-08,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,6.02673101425171,5.9242057800293,5.83379173278809,7.05782470703105,5.20397338867201,3.46987304687502
"Germany",51.431025,6.968945,353,2019,3,25,2019-03-25,2019-02-23,2019-01-24,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,2,2,0.693147180559945,6.95268487930298,6.77804517745972,6.53112888336182,5.774407958984,5.22100219726605,-4.080816650391
"Germany",51.431025,6.968945,353,2019,3,25,2019-03-25,2019-02-23,2019-01-24,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",1,2,2,0.693147180559945,6.95268487930298,6.77804517745972,6.53112888336182,5.774407958984,5.22100219726605,-4.080816650391
"Germany",51.431025,6.968945,353,2018,1,5,2018-01-05,2017-12-06,2017-11-06,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",2,2,1,0.693147180559945,7.52265405654907,7.01379251480103,6.78088140487671,6.58049926757803,5.53936157226605,4.62462768554701
"Germany",50.578169,6.278448,213,2015,11,28,2015-11-28,2015-10-29,2015-09-29,"Salamandra","salamandra","Salamandra salamandra",3,"0","1","0",2,2,1,0.693147180559945,5.85261535644531,5.57430982589722,5.47015619277954,3.288323974609,10.314111328125,10.217523193359
"Germany",51.541882,6.833255,368,2019,4,10,2019-04-10,2019-03-11,2019-02-09,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,4.72444486618042,5.59078168869019,5.3821849822998,7.20177612304701,3.70696411132803,6.95879516601605
"Germany",50.70277,6.417944,261,2014,10,7,2014-10-07,2014-09-07,2014-08-08,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",2,2,1,0.693147180559945,6.08338260650635,5.77390336990356,5.92052221298218,12.205224609375,16.173638916016,18.606500244141
"Germany",50.637806,6.449917,237,2018,5,28,2018-05-28,2018-04-28,2018-03-29,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,5.74683904647827,5.9135913848877,6.38119268417358,20.212213134766,11.034722900391,4.42690429687502
"Germany",50.057222,6.434027,97,2017,5,3,2017-05-03,2017-04-03,2017-03-04,"Lissotriton","helveticus","Lissotriton helveticus",1,"0","0","0",12,18,2,2.8466796372142,6.30852460861206,6.24162006378174,6.70436429977417,8.623620605469,9.47164306640605,7.57042846679701
"Germany",50.057222,6.434027,97,2017,5,3,2017-05-03,2017-04-03,2017-03-04,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0","0","0",6,18,2,2.8466796372142,6.30852460861206,6.24162006378174,6.70436429977417,8.623620605469,9.47164306640605,7.57042846679701
"Germany",50.583735,6.440269,215,2016,9,18,2016-09-18,2016-08-19,2016-07-20,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,5.444091796875,5.67603778839111,5.67353296279907,14.520928955078,18.133966064453,23.6517578125
"Germany",50.75414,6.307838,294,2018,5,13,2018-05-13,2018-04-13,2018-03-14,"Bufo","bufo","Bufo bufo",1,"0","0","0",1,9,3,2.06222568559275,6.85531663894653,7.12798118591309,7.21008825302124,13.755303955078,11.420190429688,6.483728027344
"Germany",50.75414,6.307838,294,2018,5,13,2018-05-13,2018-04-13,2018-03-14,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",7,9,3,2.06222568559275,6.85531663894653,7.12798118591309,7.21008825302124,13.755303955078,11.420190429688,6.483728027344
"Germany",50.75414,6.307838,294,2018,5,13,2018-05-13,2018-04-13,2018-03-14,"Rana","temporaria","Rana temporaria",1,"0","0","0",1,9,3,2.06222568559275,6.85531663894653,7.12798118591309,7.21008825302124,13.755303955078,11.420190429688,6.483728027344
"Germany",49.856405,6.448139,62,2016,3,28,2016-03-28,2016-02-27,2016-01-28,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",1,1,1,0,6.45117378234863,6.28345251083374,6.11500978469849,6.751702880859,0.679864501953034,6.018792724609
"Germany",50.735368,6.294149,271,2018,4,4,2018-04-04,2018-03-05,2018-02-03,"Salamandra","salamandra","Salamandra salamandra",3,"0","0","0",3,6,3,1.73476452102578,6.44611692428589,6.24073362350464,6.3690013885498,9.23668823242201,4.885980224609,0.642663574219
"Germany",50.735368,6.294149,271,2018,4,4,2018-04-04,2018-03-05,2018-02-03,"Rana","temporaria","Rana temporaria",1,"0","0","0",2,6,3,1.73476452102578,6.44611692428589,6.24073362350464,6.3690013885498,9.23668823242201,4.885980224609,0.642663574219
