"country","decimalLatitude","decimalLongitude","Site","sppAbun","siteAbun","richness","alphadiv","date","yearCollected","monthCollected","dayCollected","genus","species","scientific","susceptibility","diseaseDetected","NoBsal","YesBsal","tmin","tmax","prec","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"Switzerland",46.159648,9.002659,2,6,6,1,1.79175946922805,"2015-5-22",2015,5,22,"Salamandra","salamandra","Salamandra salamandra",3,"0",6,0,7.12857142857143,15.4428571428571,13.95,8.33571428571429,7.48571428571429,2.91428571428571,617.321428571429,21.9785714285714,-3.17142857142857,25.15,15.8928571428571,0.514285714285714,16.25,0.514285714285714,131.857142857143,15.65,6.45714285714286,2.81428571428571,42.9928571428571,20.0214285714286,42.9928571428571,20.0214285714286
"Switzerland",46.159648,9.002659,2,45,45,1,3.80666248977032,"2016-1-2",2016,1,2,"Salamandra","salamandra","Salamandra salamandra",3,"0",45,0,-3.17142857142857,2.82857142857143,6.73571428571429,8.33571428571429,7.48571428571429,2.91428571428571,617.321428571429,21.9785714285714,-3.17142857142857,25.15,15.8928571428571,0.514285714285714,16.25,0.514285714285714,131.857142857143,15.65,6.45714285714286,2.81428571428571,42.9928571428571,20.0214285714286,42.9928571428571,20.0214285714286
"Switzerland",46.159648,9.002659,2,43,43,1,3.76120011569356,"2014-4-14",2014,4,14,"Salamandra","salamandra","Salamandra salamandra",3,"0",43,0,3.11428571428571,11.3214285714286,11.7285714285714,8.33571428571429,7.48571428571429,2.91428571428571,617.321428571429,21.9785714285714,-3.17142857142857,25.15,15.8928571428571,0.514285714285714,16.25,0.514285714285714,131.857142857143,15.65,6.45714285714286,2.81428571428571,42.9928571428571,20.0214285714286,42.9928571428571,20.0214285714286
"Switzerland",46.159648,9.002659,2,12,12,1,2.484906649788,"2016-2-5",2016,2,5,"Salamandra","salamandra","Salamandra salamandra",3,"0",12,0,-2.37857142857143,3.90714285714286,6.45714285714286,8.33571428571429,7.48571428571429,2.91428571428571,617.321428571429,21.9785714285714,-3.17142857142857,25.15,15.8928571428571,0.514285714285714,16.25,0.514285714285714,131.857142857143,15.65,6.45714285714286,2.81428571428571,42.9928571428571,20.0214285714286,42.9928571428571,20.0214285714286
"Switzerland",46.159648,9.002659,2,10,10,1,2.30258509299405,"2015-4-17",2015,4,17,"Salamandra","salamandra","Salamandra salamandra",3,"0",10,0,3.11428571428571,11.3214285714286,11.7285714285714,8.33571428571429,7.48571428571429,2.91428571428571,617.321428571429,21.9785714285714,-3.17142857142857,25.15,15.8928571428571,0.514285714285714,16.25,0.514285714285714,131.857142857143,15.65,6.45714285714286,2.81428571428571,42.9928571428571,20.0214285714286,42.9928571428571,20.0214285714286
"Switzerland",46.274131,8.7741,4,10,10,1,2.30258509299405,"2015-3-11",2015,3,11,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0",10,0,-4.50512820512821,1.72307692307692,10.5974358974359,3.37948717948718,6.38205128205128,2.74102564102564,577.858974358974,15.6564102564103,-7.2,22.8564102564103,10.7948717948718,-3.6948717948718,10.8,-3.76153846153846,155.320512820513,17.0769230769231,9.43589743589744,1.97692307692308,48.7282051282051,29.8410256410256,48.3076923076923,30.0102564102564
"Switzerland",46.159648,9.002659,2,7,7,1,1.94591014905531,"2013-6-24",2013,6,24,"Salamandra","salamandra","Salamandra salamandra",3,"0",7,0,10.4714285714286,19.1928571428571,15.5928571428571,8.33571428571429,7.48571428571429,2.91428571428571,617.321428571429,21.9785714285714,-3.17142857142857,25.15,15.8928571428571,0.514285714285714,16.25,0.514285714285714,131.857142857143,15.65,6.45714285714286,2.81428571428571,42.9928571428571,20.0214285714286,42.9928571428571,20.0214285714286
"Switzerland",45.927315,9.028099,1,14,14,1,2.63905732961526,"2015-3-12",2015,3,12,"Triturus","carnifex","Triturus carnifex",1,"0",14,0,1.37142857142857,9.68571428571429,8.62857142857143,10.0857142857143,8.11428571428571,3,647.842857142857,24.5142857142857,-2.24285714285714,26.7571428571429,13.1714285714286,1.8,18.3571428571429,1.8,128.985714285714,14.6857142857143,6.32857142857143,2.65714285714286,40.5428571428571,19.4857142857143,38.9571428571429,19.4857142857143
"Switzerland",46.174407,8.741555,3,10,10,1,2.30258509299405,"2015-2-9",2015,2,9,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0",10,0,-4.07317073170732,1.98292682926829,7.56341463414634,6.48536585365854,7.11219512195122,2.84634146341463,604.134146341463,19.6878048780488,-4.67804878048781,24.3658536585366,13.4,-1.06585365853659,14.2634146341463,-1.0780487804878,138.756097560976,15.9658536585366,7.51951219512195,2.45853658536585,44.4780487804878,23.3707317073171,44.4341463414634,23.3780487804878
"Switzerland",46.159648,9.002659,2,7,7,1,1.94591014905531,"2014-1-2",2014,1,2,"Salamandra","salamandra","Salamandra salamandra",3,"0",7,0,-3.17142857142857,2.82857142857143,6.73571428571429,8.33571428571429,7.48571428571429,2.91428571428571,617.321428571429,21.9785714285714,-3.17142857142857,25.15,15.8928571428571,0.514285714285714,16.25,0.514285714285714,131.857142857143,15.65,6.45714285714286,2.81428571428571,42.9928571428571,20.0214285714286,42.9928571428571,20.0214285714286
"Germany",51.099426,6.167827,237,4,30,3,3.31605872445344,"2017-2-6",2017,2,6,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0",4,0,0,6,5.16888888888889,10,8,3,565.355555555556,22.5555555555556,0,22.8666666666667,17,6,17,2.95555555555556,79.4444444444444,8,5,1,23,16.7111111111111,23,18.4444444444444
"Germany",51.099426,6.167827,237,17,30,3,3.31605872445344,"2017-2-6",2017,2,6,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0",17,0,0,6,5.16888888888889,10,8,3,565.355555555556,22.5555555555556,0,22.8666666666667,17,6,17,2.95555555555556,79.4444444444444,8,5,1,23,16.7111111111111,23,18.4444444444444
"Germany",51.099426,6.167827,237,9,30,3,3.31605872445344,"2017-2-6",2017,2,6,"Lissotriton","helveticus","Lissotriton helveticus",1,"0",9,0,0,6,5.16888888888889,10,8,3,565.355555555556,22.5555555555556,0,22.8666666666667,17,6,17,2.95555555555556,79.4444444444444,8,5,1,23,16.7111111111111,23,18.4444444444444
"Germany",50.747077,6.366395,205,1,1,1,0,"2019-1-2",2019,1,2,"Salamandra","salamandra","Salamandra salamandra",3,"0",1,0,-0.727272727272727,3.90909090909091,6.76818181818182,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",49.314267,9.299841,5,4,4,1,1.38629436111989,"2018-7-28",2018,7,28,"Salamandra","salamandra","Salamandra salamandra",3,"0",4,0,13.475,24,6.96,9.95,9,3,649.8375,24,-2.1,26.0125,17.9625,2.6,17.9625,1.45,68.6625,8.2875,4.05,2.0375,22.9625,12.975,22.9625,13.9
"Germany",50.266289,6.359245,90,1,1,1,0,"2019-4-16",2019,4,16,"Lissotriton","helveticus","Lissotriton helveticus",1,"0",1,0,2.75438596491228,11.5614035087719,5.27368421052632,8.00877192982456,7.14912280701754,3,577.771929824561,20.4736842105263,-2.42105263157895,22.8508771929825,6.96491228070175,4.14912280701754,15.2982456140351,0.491228070175439,85.1052631578947,8.89473684210526,5.2280701754386,1.50877192982456,24.4122807017544,17.3771929824561,23.6491228070175,22.2543859649123
"Germany",51.413459,7.043988,260,12,12,1,2.484906649788,"2017-2-8",2017,2,8,"Salamandra","salamandra","Salamandra salamandra",3,"0",12,0,-0.133333333333333,5,5.17333333333333,10,8,3,581.133333333333,22.9333333333333,-0.866666666666667,23.1333333333333,17,6,17,2,84,8.4,5,1,24,17.4,24,20.4
"Germany",51.439667,7.423111,269,1,1,1,0,"2020-1-2",2020,1,2,"Salamandra","salamandra","Salamandra salamandra",3,"1",0,1,-1,3.91666666666667,7.225,9.5,8,3,575.541666666667,22,-1,23,16.75,5.16666666666667,16.75,2,83.5,8.08333333333333,5.20833333333333,1,23.75,17.375,23.75,20.5
"Germany",51.418056,7.250944,261,4,4,1,1.38629436111989,"2019-3-10",2019,3,10,"Salamandra","salamandra","Salamandra salamandra",3,"0",4,0,2,9,6.5,9.9,8,3,577.4,22.2,-1,23,17,5.3,17,2,84.4,8,5,1,24,17.6,24,20.6
"Germany",50.562297,6.279368,139,1,1,1,0,"2017-2-5",2017,2,5,"Salamandra","salamandra","Salamandra salamandra",3,"0",1,0,-0.777777777777778,4.51851851851852,7.05,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",51.437,7.257333,268,3,3,1,1.09861228866811,"2018-4-17",2018,4,17,"Salamandra","salamandra","Salamandra salamandra",3,"0",3,0,4,13.4,5.7,9.9,8,3,577.4,22.2,-1,23,17,5.3,17,2,84.4,8,5,1,24,17.6,24,20.6
"Germany",50.75414,6.307838,215,18,20,2,2.92943727216281,"2018-5-21",2018,5,21,"Lissotriton","helveticus","Lissotriton helveticus",1,"0",18,0,7.2037037037037,16.3888888888889,7.89814814814815,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.75414,6.307838,215,2,20,2,2.92943727216281,"2018-5-21",2018,5,21,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0",2,0,7.2037037037037,16.3888888888889,7.89814814814815,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.75414,6.307838,215,1,4,3,1.32966134885476,"2018-3-10",2018,3,10,"Bufo","bufo","Bufo bufo",1,"0",1,0,1.01851851851852,7.87037037037037,7.27037037037037,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.75414,6.307838,215,1,4,3,1.32966134885476,"2018-3-10",2018,3,10,"Rana","temporaria","Rana temporaria",1,"0",1,0,1.01851851851852,7.87037037037037,7.27037037037037,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.75414,6.307838,215,2,4,3,1.32966134885476,"2018-3-10",2018,3,10,"Salamandra","salamandra","Salamandra salamandra",3,"0",2,0,1.01851851851852,7.87037037037037,7.27037037037037,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",49.880861,6.338427,33,5,7,2,1.88424284608674,"2018-1-4",2018,1,4,"Salamandra","salamandra","Salamandra salamandra",3,"0",5,0,-2.42105263157895,1.7719298245614,7.28684210526316,8.00877192982456,7.14912280701754,3,577.771929824561,20.4736842105263,-2.42105263157895,22.8508771929825,6.96491228070175,4.14912280701754,15.2982456140351,0.491228070175439,85.1052631578947,8.89473684210526,5.2280701754386,1.50877192982456,24.4122807017544,17.3771929824561,23.6491228070175,22.2543859649123
"Germany",49.880861,6.338427,33,2,7,2,1.88424284608674,"2018-1-4",2018,1,4,"Rana","temporaria","Rana temporaria",1,"0",2,0,-2.42105263157895,1.7719298245614,7.28684210526316,8.00877192982456,7.14912280701754,3,577.771929824561,20.4736842105263,-2.42105263157895,22.8508771929825,6.96491228070175,4.14912280701754,15.2982456140351,0.491228070175439,85.1052631578947,8.89473684210526,5.2280701754386,1.50877192982456,24.4122807017544,17.3771929824561,23.6491228070175,22.2543859649123
"Germany",50.735089,6.359651,191,12,29,5,3.2864715720229,"2018-3-12",2018,3,12,"Salamandra","salamandra","Salamandra salamandra",3,"0",11,1,1.68181818181818,8.96969696969697,6.23939393939394,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",50.735089,6.359651,191,14,29,5,3.2864715720229,"2018-3-12",2018,3,12,"Bufo","bufo","Bufo bufo",1,"0",14,0,1.68181818181818,8.96969696969697,6.23939393939394,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",50.735089,6.359651,191,12,29,5,3.2864715720229,"2018-3-12",2018,3,12,"Salamandra","salamandra","Salamandra salamandra",3,"1",11,1,1.68181818181818,8.96969696969697,6.23939393939394,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",50.735089,6.359651,191,1,29,5,3.2864715720229,"2018-3-12",2018,3,12,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0",1,0,1.68181818181818,8.96969696969697,6.23939393939394,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",50.735089,6.359651,191,1,29,5,3.2864715720229,"2018-3-12",2018,3,12,"Rana","temporaria","Rana temporaria",1,"0",1,0,1.68181818181818,8.96969696969697,6.23939393939394,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",50.735089,6.359651,191,1,29,5,3.2864715720229,"2018-3-12",2018,3,12,"Lissotriton","helveticus","Lissotriton helveticus",1,"0",1,0,1.68181818181818,8.96969696969697,6.23939393939394,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",51.403281,6.995988,258,7,7,1,1.94591014905531,"2019-4-17",2019,4,17,"Salamandra","salamandra","Salamandra salamandra",3,"1",6,1,4.6,14,5.66,10,8,3,581.133333333333,22.9333333333333,-0.866666666666667,23.1333333333333,17,6,17,2,84,8.4,5,1,24,17.4,24,20.4
"Germany",51.403281,6.995988,258,7,7,1,1.94591014905531,"2019-4-17",2019,4,17,"Salamandra","salamandra","Salamandra salamandra",3,"0",6,1,4.6,14,5.66,10,8,3,581.133333333333,22.9333333333333,-0.866666666666667,23.1333333333333,17,6,17,2,84,8.4,5,1,24,17.4,24,20.4
"Germany",49.856404,6.448138,14,3,4,2,1.31383403319275,"2018-4-15",2018,4,15,"Salamandra","salamandra","Salamandra salamandra",3,"0",3,0,2.75438596491228,11.5614035087719,5.27368421052632,8.00877192982456,7.14912280701754,3,577.771929824561,20.4736842105263,-2.42105263157895,22.8508771929825,6.96491228070175,4.14912280701754,15.2982456140351,0.491228070175439,85.1052631578947,8.89473684210526,5.2280701754386,1.50877192982456,24.4122807017544,17.3771929824561,23.6491228070175,22.2543859649123
"Germany",49.856404,6.448138,14,1,4,2,1.31383403319275,"2018-4-15",2018,4,15,"Rana","temporaria","Rana temporaria",1,"0",1,0,2.75438596491228,11.5614035087719,5.27368421052632,8.00877192982456,7.14912280701754,3,577.771929824561,20.4736842105263,-2.42105263157895,22.8508771929825,6.96491228070175,4.14912280701754,15.2982456140351,0.491228070175439,85.1052631578947,8.89473684210526,5.2280701754386,1.50877192982456,24.4122807017544,17.3771929824561,23.6491228070175,22.2543859649123
"Germany",50.735368,6.294149,192,10,10,1,2.30258509299405,"2015-3-11",2015,3,11,"Salamandra","salamandra","Salamandra salamandra",3,"0",10,0,1.01851851851852,7.87037037037037,7.27037037037037,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.525597,6.787115,132,19,19,1,2.94443897916644,"2018-3-13",2018,3,13,"Salamandra","salamandra","Salamandra salamandra",3,"0",19,0,0.311111111111111,7.32222222222222,6.55666666666667,8.12222222222222,7.26666666666667,3,574.144444444444,20.2777777777778,-2.31111111111111,22.5222222222222,10.2111111111111,4.26666666666667,15.3,0.688888888888889,93.0777777777778,9.83333333333333,6.08888888888889,1.5,27.0333333333333,19.5666666666667,26.6111111111111,24.5111111111111
"Germany",50.747069,6.366387,197,31,31,1,3.43398720448515,"2017-2-6",2017,2,6,"Lissotriton","helveticus","Lissotriton helveticus",1,"0",31,0,-0.363636363636364,5.28787878787879,5.7469696969697,9.59090909090909,7.78787878787879,3,573.606060606061,22.2424242424242,-0.727272727272727,22.8787878787879,16.530303030303,5.54545454545455,16.7272727272727,2.16666666666667,84.2272727272727,8.36363636363636,5.60606060606061,1,24.6363636363636,17.8030303030303,24.6212121212121,20.2575757575758
"Germany",51.429405,7.387315,264,2,2,1,0.693147180559945,"2019-7-30",2019,7,30,"Rana","temporaria","Rana temporaria",1,"0",2,0,12.4333333333333,21.7666666666667,8.64333333333333,8.86666666666667,7.8,3,577.666666666667,21.7666666666667,-1.43333333333333,23,14.5,4.8,16.2666666666667,1.63333333333333,90.0333333333333,9,5.73333333333333,1,25.4,18.9333333333333,25.3666666666667,22.6333333333333
"Germany",50.215607,6.32883,72,33,33,1,3.49650756146648,"2017-5-18",2017,5,18,"Salamandra","salamandra","Salamandra salamandra",3,"0",33,0,6.50877192982456,16.0877192982456,7.00087719298246,8.00877192982456,7.14912280701754,3,577.771929824561,20.4736842105263,-2.42105263157895,22.8508771929825,6.96491228070175,4.14912280701754,15.2982456140351,0.491228070175439,85.1052631578947,8.89473684210526,5.2280701754386,1.50877192982456,24.4122807017544,17.3771929824561,23.6491228070175,22.2543859649123
"Germany",50.595878,6.266865,150,11,20,3,2.95031878835776,"2018-2-7",2018,2,7,"Lissotriton","helveticus","Lissotriton helveticus",1,"0",11,0,-0.777777777777778,4.51851851851852,7.05,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.595878,6.266865,150,8,20,3,2.95031878835776,"2018-2-7",2018,2,7,"Ichthyosaura","alpestris","Ichthyosaura alpestris",2,"0",8,0,-0.777777777777778,4.51851851851852,7.05,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.595878,6.266865,150,1,20,3,2.95031878835776,"2018-2-7",2018,2,7,"Lissotriton","vulgaris","Lissotriton vulgaris",2,"0",1,0,-0.777777777777778,4.51851851851852,7.05,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.70178,6.270098,182,9,16,5,2.57856391975443,"2018-3-10",2018,3,10,"Salamandra","salamandra","Salamandra salamandra",3,"0",9,0,1.01851851851852,7.87037037037037,7.27037037037037,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.70178,6.270098,182,2,16,5,2.57856391975443,"2018-3-10",2018,3,10,"Lissotriton","helveticus","Lissotriton helveticus",1,"0",2,0,1.01851851851852,7.87037037037037,7.27037037037037,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
"Germany",50.70178,6.270098,182,3,16,5,2.57856391975443,"2018-3-10",2018,3,10,"Bufo","bufo","Bufo bufo",1,"0",3,0,1.01851851851852,7.87037037037037,7.27037037037037,8.81481481481481,7.25925925925926,3,563.722222222222,20.7777777777778,-1.24074074074074,22.1296296296296,11.6111111111111,5.42592592592593,15.8518518518519,1.51851851851852,96.5555555555556,9.90740740740741,6.74074074074074,1.09259259259259,27.5740740740741,21,26.9259259259259,24.7222222222222
