Lon,Lat,GID_0,COUNTRY,NAME_1,ENGTYPE_1,NAME_2,ENGTYPE_2,NAME_3,ENGTYPE_3,NAME_4,ENGTYPE_4
,,CHN,China,Zhejiang,Province,Ningbo,Prefecture City,Xiuzhou,District,,
,,CHN,China,Zhejiang,Province,Ningbo,Prefecture City,Xiuzhou,District,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Meizhou,Prefecture City,Fengshun,County,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Zherong,County,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Zherong,County,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Zherong,County,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Zherong,County,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Zherong,County,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Fujian,Province,Ningde,Prefecture City,Fuding,County City,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Wenzhou,Prefecture City,Yongjia,County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Zhejiang,Province,Lishui,Prefecture City,Jingning She,Autonomous County,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guangdong,Province,Shenzhen,Prefecture City,Bao'an,District,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Bijie,Prefecture,Bijie,County City,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guizhou,Province,Qiandongnan Miao and Dong,Autonomous Prefecture,Leishan,County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Dahua Yao,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Guangxi,Autonomous Region,Guilin,Prefecture City,Guilin,District,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Yunnan,Province,Honghe Hani and Yi,Autonomous Prefecture,Gejiu,County City,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Huanjiang Maonan,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Huanjiang Maonan,Autonomous County,,
,,CHN,China,Guangxi,Autonomous Region,Hechi,Prefecture City,Huanjiang Maonan,Autonomous County,,
