principalInvestigator,country,locality,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Steven Allain,United Kingdom,"Cambridge, England",2017,,,32A,LivingSpecimen,Alytes,obstetricans,external Swab,,Bd,FALSE,NA,NA,NA,FALSE,8,10,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2929a0cd7538ae0ef23d705d386d11cf1,https://n2t.net/ark:/21547/DTL232A,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,27A,LivingSpecimen,Alytes,obstetricans,external Swab,,Bd,FALSE,NA,NA,NA,FALSE,7,23,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM243632617f7fa0ef76ace25cc2805225e,https://n2t.net/ark:/21547/DTL227A,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2016,,,7B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,22,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM27797b69e315eba0a9d0885a0a943afd2,https://n2t.net/ark:/21547/DTL27B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2016,,,6B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,22,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2fec1370e49fd73d7db42dc4be9541ffa,https://n2t.net/ark:/21547/DTL26B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,35B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,27,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM21a5aeb113387f78965980b7d2ff35f5e,https://n2t.net/ark:/21547/DTL235B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,36B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,27,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2d7922bdca08d5c08d6c6cf18f4214827,https://n2t.net/ark:/21547/DTL236B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,33B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,27,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2f7c129d7b8460b1bc4e19c5cc4653e95,https://n2t.net/ark:/21547/DTL233B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,37B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,27,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2fef5043873dfe68518e41ae67c5ea164,https://n2t.net/ark:/21547/DTL237B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,38B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,27,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2a6950543822b7a94c060f114351758a9,https://n2t.net/ark:/21547/DTL238B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,34B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,27,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM25f209483d6a5c5e82a1caac778d94a97,https://n2t.net/ark:/21547/DTL234B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2016,,,4B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2fe553391f11e25b09c98e720d92545d8,https://n2t.net/ark:/21547/DTL24B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2016,,,1B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2f8ae4777b69ba95ca76e1e2a50cd4728,https://n2t.net/ark:/21547/DTL21B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2016,,,2B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM20c21a3430183fb8aa5cf4186d8f90372,https://n2t.net/ark:/21547/DTL22B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2016,,,3B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2d53841ce3f332ed212060da63d93e328,https://n2t.net/ark:/21547/DTL23B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,22B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,7,7,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM21ac66dbdf00dad7ff31053753514a520,https://n2t.net/ark:/21547/DTL222B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,24B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,7,7,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM20dda5b58cfec0b1c1d8d4405bd1b5f81,https://n2t.net/ark:/21547/DTL224B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,23B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,7,7,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM23db7a237f4e96f85b18ec5c96c33c59f,https://n2t.net/ark:/21547/DTL223B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,8B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,5,21,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2d7db62f57efaaa767a9c6784a48ac1ca,https://n2t.net/ark:/21547/DTL28B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,9B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,5,21,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2dd27ae090cf57891f89569860e03c7d7,https://n2t.net/ark:/21547/DTL29B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2016,,,5B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,7,5,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM231fc423fa2f589352ab07a3125f05e05,https://n2t.net/ark:/21547/DTL25B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,16B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,28,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2f64c318708821de7c4c2b4cadbb68cda,https://n2t.net/ark:/21547/DTL216B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,18B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,28,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2f587555c4fc88330099fc2f2c4da8b1e,https://n2t.net/ark:/21547/DTL218B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,15B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,28,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM240ed6a57c99b31c8ec8c849dca0f9774,https://n2t.net/ark:/21547/DTL215B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,17B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,28,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2fb9eb71d6d31dad39b60914f6ac3c281,https://n2t.net/ark:/21547/DTL217B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,19B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,28,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2180e9d7c5f259351ad1346c683fde65a,https://n2t.net/ark:/21547/DTL219B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,20B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,28,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM228f3d917ab2460096a43658f1b2991a8,https://n2t.net/ark:/21547/DTL220B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,21B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,28,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2c1d9b64b480913606449385ae31a803c,https://n2t.net/ark:/21547/DTL221B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,42B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,4,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,larva,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM23be31671290b5e9c0c715023f23a0537,https://n2t.net/ark:/21547/DTL242B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,41B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,4,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,larva,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM20d7b3a1a8af3fd03dfb9863750077d53,https://n2t.net/ark:/21547/DTL241B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,40B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,4,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,larva,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2ef45b63a375c9adbde9249e2b8185245,https://n2t.net/ark:/21547/DTL240B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,39B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,4,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,larva,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2b2fb29028587a3dc5786e9ad33337cce,https://n2t.net/ark:/21547/DTL239B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,13B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,5,23,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM23aa9c83a44b6655ed6e909a9bf655f27,https://n2t.net/ark:/21547/DTL213B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,10B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,5,23,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM20b75e1beff0f752baf945edf4d0dedd9,https://n2t.net/ark:/21547/DTL210B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,11B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,5,23,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM216b5b9b528c35e21a68f41b3def8d29c,https://n2t.net/ark:/21547/DTL211B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,12B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,5,23,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2f4810794a1431fb1a891ca527bc24050,https://n2t.net/ark:/21547/DTL212B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,14B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,6,6,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM25d455c24cf8d8a84efb5a00bb96644f1,https://n2t.net/ark:/21547/DTL214B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,25B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,7,13,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2d8d8c3c575b9676aa2c071bef698cd56,https://n2t.net/ark:/21547/DTL225B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,26B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,7,13,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM210344f3af6cb93d0279c934d01dc0767,https://n2t.net/ark:/21547/DTL226B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,32B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,10,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM25f57bb255f88d25afefe3735d30cf6d0,https://n2t.net/ark:/21547/DTL232B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,31B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,10,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2f09bb8d14ee24f61d372b136c660e5a6,https://n2t.net/ark:/21547/DTL231B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,30B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,10,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2549c9ac42e23ff192780acf6b456b4b7,https://n2t.net/ark:/21547/DTL230B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,29B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,10,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2673879a4ca4db5e972d224fe3c125ad5,https://n2t.net/ark:/21547/DTL229B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,28B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,8,10,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2fe83f49f1546ffc61f5290e878c32161,https://n2t.net/ark:/21547/DTL228B,cambridge,248
Steven Allain,United Kingdom,"Cambridge, England",2017,,,27B,LivingSpecimen,Alytes,obstetricans,external Swab,,Bsal,NA,FALSE,NA,NA,FALSE,7,23,,,,ZSL London Zoo,,,,,,,,100,,52,,,,,,,Steven Allain,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DTM2c6a597142508c8414fd83ff51fd2e001,https://n2t.net/ark:/21547/DTL227B,cambridge,248
