principalInvestigator,country,locality,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Alessandro Catenazzi,Italy,Italy,2014,,,1526.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw27f947dad3d256872ec6b9c4136dad405,https://n2t.net/ark:/21547/DSv21526.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1525.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw20cbf1580a48ce66c64b18ddcd1d17b63,https://n2t.net/ark:/21547/DSv21525.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1524.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2d99354cdb7531b5bbd9a47e681284901,https://n2t.net/ark:/21547/DSv21524.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1523.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2c1bfa81673083e74377d13a30a964127,https://n2t.net/ark:/21547/DSv21523.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1522.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw24ee1d91aacd1b9d85bcd6787a49a20ab,https://n2t.net/ark:/21547/DSv21522.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1521.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2eea95297ae9602addd6fda1bb751557a,https://n2t.net/ark:/21547/DSv21521.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1520.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw26c2d195c6c3eb3a72e149f816b060f43,https://n2t.net/ark:/21547/DSv21520.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1519.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2a2808aeab538d172de68d7a7a6904624,https://n2t.net/ark:/21547/DSv21519.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1518.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2f7c6b8c221bf81bca8803aa8bbd323f0,https://n2t.net/ark:/21547/DSv21518.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1517.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2c62fc62116e6098042903c7799565c6d,https://n2t.net/ark:/21547/DSv21517.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1516.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw21def56024f87c801db566ee28af82ddf,https://n2t.net/ark:/21547/DSv21516.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1515.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw249f37d748d01207b4694fdd74001a46b,https://n2t.net/ark:/21547/DSv21515.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1514.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw23e4b2eed827f117f9c3282688ee47411,https://n2t.net/ark:/21547/DSv21514.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1546.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2ce6e792fbdcecb9dd9da8d3f9b7ccebe,https://n2t.net/ark:/21547/DSv21546.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1545.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2516c683d91240b6b5305af15aa48a129,https://n2t.net/ark:/21547/DSv21545.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1544.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw24059dba53ccba81e1a6c5d562834bfe8,https://n2t.net/ark:/21547/DSv21544.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1543.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2851b8e58e2a17be2fc2e72cc9150c7be,https://n2t.net/ark:/21547/DSv21543.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1542.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw248d46726943bf67f1984282ebe4db432,https://n2t.net/ark:/21547/DSv21542.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1541.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw20898277511a70963c4f355cabfc85ee3,https://n2t.net/ark:/21547/DSv21541.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1540.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2077cbd0b7f05382c2a2762d588937a1e,https://n2t.net/ark:/21547/DSv21540.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1539.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw266bab129c98536b4b0809f6d23d5e785,https://n2t.net/ark:/21547/DSv21539.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1538.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw28eb198a5e8d0c4fc969aede1205ff049,https://n2t.net/ark:/21547/DSv21538.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1537.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2a4224e4b0862937e5c0f776ae67234e0,https://n2t.net/ark:/21547/DSv21537.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1536.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2b3e715369e7da93d4f1a9fe44b21fd1d,https://n2t.net/ark:/21547/DSv21536.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1535.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2852357ceaaae02ab1e1bc1220f289571,https://n2t.net/ark:/21547/DSv21535.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1534.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2bb8e90e872f1974066099b15bc49d3bb,https://n2t.net/ark:/21547/DSv21534.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1533.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2c8b6a82478920e4ea3775b54d3fac59f,https://n2t.net/ark:/21547/DSv21533.14,bsal-tri,243
Alessandro Catenazzi,Italy,Italy,2014,,,1532.14,LivingSpecimen,Salamandra,salamandra,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,12,14,,,,,,,,,,,,30,,290,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw28da1ad28e17fb21bae30b5c8b5bdf380,https://n2t.net/ark:/21547/DSv21532.14,bsal-tri,243
Alessandro Catenazzi,Peru,Peru,2013,,,V118.13,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,7,1,,,,,,,,,,,,30,,520,,,,,,,Ethan Baruch & Alessandro Catenazzi,,,,,,,,,adult,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw245732dc0168916a45eb5631f40b28a2e,https://n2t.net/ark:/21547/DSv2V118.13,bsal-tri,243
Alessandro Catenazzi,Peru,Peru,2015,,,568.15,LivingSpecimen,Bolitoglossa,caldwellae,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,6,12,,,,,,,,,,,,30,,570,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2bab8558070751ec70551ffd396a18dc6,https://n2t.net/ark:/21547/DSv2568.15,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1412.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw225b59d132e876743b2ea1a1a8c7282f2,https://n2t.net/ark:/21547/DSv21412.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1407.14,LivingSpecimen,Desmognathus,wrighti,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw26bb56bbe99a6527cb556c60f08caec88,https://n2t.net/ark:/21547/DSv21407.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1406.14,LivingSpecimen,Desmognathus,monticola,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2feb6490f9c4ff9cd327b32b4755bd6d6,https://n2t.net/ark:/21547/DSv21406.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1400.14,LivingSpecimen,Eurycea,wilderae,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw200a902c133d06d21c7de5728b1fcf984,https://n2t.net/ark:/21547/DSv21400.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1430.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2212ff33b52423545f779386ac6acdcff,https://n2t.net/ark:/21547/DSv21430.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1419.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw28e576fbd2a02911f04638020796b93a5,https://n2t.net/ark:/21547/DSv21419.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1429.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw21c827e42a3e992e726aec758ce7ba364,https://n2t.net/ark:/21547/DSv21429.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1425.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2700079c460b380e38d6b258ae0972abb,https://n2t.net/ark:/21547/DSv21425.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1415.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw250ebbe11d13b49f48bc3dab893447b7d,https://n2t.net/ark:/21547/DSv21415.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1416.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw28367d89800dec3139c40701b23c6cb70,https://n2t.net/ark:/21547/DSv21416.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1417.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,male,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw203d67f940834f43db99816e8c21e8ba9,https://n2t.net/ark:/21547/DSv21417.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1418.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2d0f8c22d59e3dafb1d59d3284dae0080,https://n2t.net/ark:/21547/DSv21418.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1426.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2bb33b8aa3eedb657185bf71c61edc905,https://n2t.net/ark:/21547/DSv21426.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1427.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2c0052bbafd49ccac4cb6f461dd64d2df,https://n2t.net/ark:/21547/DSv21427.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1405.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw20e585fa46b503e160fda74eaaa52eed6,https://n2t.net/ark:/21547/DSv21405.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1411.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2b0df44d5a8aa120b86dcf5b1479152f0,https://n2t.net/ark:/21547/DSv21411.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1428.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw27c4b4e15498d70a7eacd876f70518c7d,https://n2t.net/ark:/21547/DSv21428.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1424.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw29898b22690e946b4de52edbdabcee706,https://n2t.net/ark:/21547/DSv21424.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1404.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2006c9b0b190eada3b09c9801f58922cf,https://n2t.net/ark:/21547/DSv21404.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1410.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2ee1a25bec6536881512b2a2ce41e3681,https://n2t.net/ark:/21547/DSv21410.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1423.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw28ed5f8727f39272534bfaab888200b52,https://n2t.net/ark:/21547/DSv21423.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1422.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,adult,,female,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2a16a3a5c55f121169c822d74013eb366,https://n2t.net/ark:/21547/DSv21422.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1402.14,LivingSpecimen,Eurycea,bislineata,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw29644c96537c7109ef081d6def7ba907c,https://n2t.net/ark:/21547/DSv21402.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1414.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw29c933307d0bb9c07612e6fc5e6cd182d,https://n2t.net/ark:/21547/DSv21414.14,bsal-tri,243
Alessandro Catenazzi,USA,USA,2014,,,1408.14,LivingSpecimen,Desmognathus,ocoee,swabbing,,Bsal,NA,FALSE,NA,0,FALSE,10,25,,,,,,,,,,,,30,,1128,,,,,,,Alessandro Catenazzi,,,,,,,,,juvenile,,not determined,,,,,,,,,,,,released,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DSw2a86940bb34df40f3e97148d4a9e56a59,https://n2t.net/ark:/21547/DSv21408.14,bsal-tri,243
