"L1","Lon","Lat","GID_2","GID_0","COUNTRY","GID_1","NAME_1","NL_NAME_1","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
7198,6.431563,50.073109,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7199,6.431563,50.073109,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7200,6.431563,50.073109,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7201,6.431563,50.073109,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7202,6.431563,50.073109,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7203,6.431563,50.073109,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7204,6.448146,49.856412,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7205,6.359257,50.266301,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7206,6.243511,49.902448,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7207,6.243511,49.902448,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7208,6.243511,49.902448,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7209,6.243511,49.902448,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7210,6.243511,49.902448,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7211,6.243511,49.902448,"DEU.11.10_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Eifelkreis Bitburg-Prüm",NA,NA,"Landkreis","District","07232","DE.RP.EB"
7212,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7213,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7214,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7215,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7216,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7217,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7218,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7219,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7220,7.62397,50.173356,"DEU.11.25_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Hunsrück-Kreis",NA,NA,"Landkreis","District","07140","DE.RP.RH"
7221,7.678652,50.349104,"DEU.11.26_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Rhein-Lahn-Kreis",NA,NA,"Landkreis","District","07141","DE.RP.RN"
7222,6.652989,49.719908,"DEU.11.32_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier",NA,NA,"Kreisfreie Stadt","District","07211","DE.RP.TI"
7223,6.530386,49.810117,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7224,6.530386,49.810117,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7225,6.530386,49.810117,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7226,6.611662,49.763169,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7227,6.611662,49.763169,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7228,6.611662,49.763169,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7229,6.514113,49.804369,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7230,6.614972,49.816517,"DEU.11.31_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Trier-Saarburg",NA,NA,"Landkreis","District","07235","DE.RP.TS"
7231,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7232,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7233,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7234,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7235,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7236,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7237,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7238,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7239,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7240,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7241,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7242,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7243,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7244,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7245,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7246,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7247,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7248,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7249,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7250,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7251,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7252,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7253,6.461713,50.314751,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7254,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7255,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7256,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7257,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7258,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7259,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7260,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7261,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7262,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7263,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7264,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7265,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7266,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7267,6.734642,50.257929,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7268,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7269,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7270,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7271,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7272,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7273,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7274,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7275,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7276,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7277,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7278,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7279,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7280,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7281,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7282,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7283,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7284,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7285,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7286,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7287,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7288,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7289,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7290,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7291,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7292,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7293,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7294,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7295,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7296,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7297,6.632222,50.189603,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7298,6.632222,50.189603,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7299,6.632222,50.189603,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7300,6.632222,50.189603,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7301,6.632222,50.189603,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7302,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7303,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7304,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7305,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7306,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7307,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7308,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7309,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7310,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7311,6.560344,50.342486,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7312,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7313,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7314,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7315,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7316,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7317,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7318,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7319,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7320,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7321,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7322,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7323,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7324,6.658375,50.209914,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7325,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7326,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7327,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7328,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7329,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7330,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7331,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7332,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7333,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7334,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7335,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7336,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7337,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7338,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7339,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7340,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7341,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7342,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7343,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
7344,6.523619,50.26952,"DEU.11.33_1","DEU","Germany","DEU.11_1","Rheinland-Pfalz",NA,"Vulkaneifel",NA,NA,"Landkreis","District","07233","DE.RP.VL"
