"L1","Lon","Lat","GID_2","GID_0","COUNTRY","GID_1","NAME_1","NL_NAME_1","NAME_2","VARNAME_2","NL_NAME_2","TYPE_2","ENGTYPE_2","CC_2","HASC_2"
1018,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1019,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1020,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1021,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1022,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1023,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1024,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1025,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1026,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1027,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1028,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1029,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1030,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1031,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1032,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1033,108.159327,26.366522,"CHN.8.5_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiandongnan Miao and Dong","Qiándōngnán Miáozú|Dòngzú","黔东南苗族侗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1034,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1035,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1036,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1037,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1038,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1039,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1040,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1041,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1042,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1043,107.911339,25.253195,"CHN.8.6_1","CHN","China","CHN.8_1","Guizhou","貴州|贵州","Qiannan Buyei and Miao","Qiánnán Bùyīzú|Miáozú","黔南布依族苗族自治州","Zìzhìzhou","Autonomous Prefecture",NA,NA
1044,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1045,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1046,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1047,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1048,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1049,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1050,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1051,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1052,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1053,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1054,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1055,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1056,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1057,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1058,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1059,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1060,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1061,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1062,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1063,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1064,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1065,110.059318,29.758121,"CHN.14.13_1","CHN","China","CHN.14_1","Hunan","湖南","Zhangjiajie","Zhāngjiājiè","张家界市|張家界市","Dìjíshì","Prefecture City",NA,NA
1066,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1067,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1068,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1069,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1070,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1071,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1072,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1073,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1074,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1075,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1076,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1077,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1078,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1079,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1080,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1081,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1082,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1083,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1084,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1085,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1086,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1087,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1088,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1089,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1090,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1091,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1092,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1093,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1094,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1095,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1096,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1097,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1098,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1099,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1100,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1101,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1102,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1103,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1104,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1105,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1106,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1107,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1108,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1109,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1110,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1111,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1112,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1113,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1114,114.1003,26.5433,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1115,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1116,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1117,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1118,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1119,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1120,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1121,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1122,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1123,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1124,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1125,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1126,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1127,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1128,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1129,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1130,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1131,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1132,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1133,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1134,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1135,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1136,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1137,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1138,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1139,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1140,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1141,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1142,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1143,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1144,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1145,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1146,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1147,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1148,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1149,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1150,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1151,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1152,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1153,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1154,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1155,114.1706,26.7567,"CHN.16.3_1","CHN","China","CHN.16_1","Jiangxi","江西","Ji'an","Jí'ān","吉安市","Dìjíshì","Prefecture City",NA,NA
1156,117.461157,29.038312,"CHN.16.4_1","CHN","China","CHN.16_1","Jiangxi","江西","Jingdezhen","Jǐngdézhèn","景德镇市","Dìjíshì","Prefecture City",NA,NA
1157,117.461157,29.038312,"CHN.16.4_1","CHN","China","CHN.16_1","Jiangxi","江西","Jingdezhen","Jǐngdézhèn","景德镇市","Dìjíshì","Prefecture City",NA,NA
1158,117.461157,29.038312,"CHN.16.4_1","CHN","China","CHN.16_1","Jiangxi","江西","Jingdezhen","Jǐngdézhèn","景德镇市","Dìjíshì","Prefecture City",NA,NA
1159,117.461157,29.038312,"CHN.16.4_1","CHN","China","CHN.16_1","Jiangxi","江西","Jingdezhen","Jǐngdézhèn","景德镇市","Dìjíshì","Prefecture City",NA,NA
1160,117.461157,29.038312,"CHN.16.4_1","CHN","China","CHN.16_1","Jiangxi","江西","Jingdezhen","Jǐngdézhèn","景德镇市","Dìjíshì","Prefecture City",NA,NA
1161,117.461157,29.038312,"CHN.16.4_1","CHN","China","CHN.16_1","Jiangxi","江西","Jingdezhen","Jǐngdézhèn","景德镇市","Dìjíshì","Prefecture City",NA,NA
