"decimalLongitude","decimalLatitude","L1","transLon","transLat"
6.345695,50.717116,971,4063033.21887866,3073713.62893383
6.345695,50.717116,972,4063033.21887866,3073713.62893383
6.345695,50.717116,973,4063033.21887866,3073713.62893383
6.345695,50.717116,974,4063033.21887866,3073713.62893383
6.345695,50.717116,975,4063033.21887866,3073713.62893383
6.345695,50.717116,976,4063033.21887866,3073713.62893383
6.345695,50.717116,977,4063033.21887866,3073713.62893383
6.345695,50.717116,978,4063033.21887866,3073713.62893383
6.345695,50.717116,979,4063033.21887866,3073713.62893383
6.345695,50.717116,980,4063033.21887866,3073713.62893383
6.345695,50.717116,981,4063033.21887866,3073713.62893383
6.345695,50.717116,982,4063033.21887866,3073713.62893383
6.345695,50.717116,983,4063033.21887866,3073713.62893383
6.345695,50.717116,984,4063033.21887866,3073713.62893383
6.345695,50.717116,985,4063033.21887866,3073713.62893383
6.345695,50.717116,986,4063033.21887866,3073713.62893383
6.345695,50.717116,987,4063033.21887866,3073713.62893383
6.345695,50.717116,988,4063033.21887866,3073713.62893383
6.345695,50.717116,989,4063033.21887866,3073713.62893383
6.345695,50.717116,990,4063033.21887866,3073713.62893383
6.345695,50.717116,991,4063033.21887866,3073713.62893383
6.995988,51.403281,992,4112026.18283628,3147906.05023762
6.434867,50.225602,993,4066686.66851939,3018785.14521334
6.389539,49.845261,994,4061400.51316173,2976685.00876168
6.389539,49.845261,995,4061400.51316173,2976685.00876168
6.389539,49.845261,996,4061400.51316173,2976685.00876168
6.389539,49.845261,997,4061400.51316173,2976685.00876168
6.389539,49.845261,998,4061400.51316173,2976685.00876168
6.389539,49.845261,999,4061400.51316173,2976685.00876168
6.389539,49.845261,1000,4061400.51316173,2976685.00876168
6.389539,49.845261,1001,4061400.51316173,2976685.00876168
6.389539,49.845261,1002,4061400.51316173,2976685.00876168
6.389539,49.845261,1003,4061400.51316173,2976685.00876168
6.243511,49.902448,1004,4051232.17149784,2983564.77826962
6.243511,49.902448,1005,4051232.17149784,2983564.77826962
6.243511,49.902448,1006,4051232.17149784,2983564.77826962
6.3220121,50.7576781,1007,4061588.02333473,3078304.70810382
6.494605,50.619605,1008,4073020.49142713,3062363.04627554
6.494605,50.619605,1009,4073020.49142713,3062363.04627554
6.494605,50.619605,1010,4073020.49142713,3062363.04627554
6.494605,50.619605,1011,4073020.49142713,3062363.04627554
6.494605,50.619605,1012,4073020.49142713,3062363.04627554
6.494605,50.619605,1013,4073020.49142713,3062363.04627554
6.494605,50.619605,1014,4073020.49142713,3062363.04627554
6.494605,50.619605,1015,4073020.49142713,3062363.04627554
6.494605,50.619605,1016,4073020.49142713,3062363.04627554
6.371654,50.764144,1017,4065121.37931813,3078848.48052815
6.371654,50.764144,1018,4065121.37931813,3078848.48052815
6.251198,50.095486,1019,4052866.5513539,3004982.43858371
8.678889,49.869167,1020,4226018.47241815,2973814.54054366
6.230209,50.672648,1021,4054636.21555732,3069185.957957
6.230209,50.672648,1022,4054636.21555732,3069185.957957
6.230209,50.672648,1023,4054636.21555732,3069185.957957
6.230209,50.672648,1024,4054636.21555732,3069185.957957
6.230209,50.672648,1025,4054636.21555732,3069185.957957
6.230209,50.672648,1026,4054636.21555732,3069185.957957
6.230209,50.672648,1027,4054636.21555732,3069185.957957
6.230209,50.672648,1028,4054636.21555732,3069185.957957
6.230209,50.672648,1029,4054636.21555732,3069185.957957
6.230209,50.672648,1030,4054636.21555732,3069185.957957
6.230209,50.672648,1031,4054636.21555732,3069185.957957
6.230209,50.672648,1032,4054636.21555732,3069185.957957
6.230209,50.672648,1033,4054636.21555732,3069185.957957
6.230209,50.672648,1034,4054636.21555732,3069185.957957
6.230209,50.672648,1035,4054636.21555732,3069185.957957
6.230209,50.672648,1036,4054636.21555732,3069185.957957
6.230209,50.672648,1037,4054636.21555732,3069185.957957
6.230209,50.672648,1038,4054636.21555732,3069185.957957
6.230209,50.672648,1039,4054636.21555732,3069185.957957
6.230209,50.672648,1040,4054636.21555732,3069185.957957
6.292036,50.548397,1041,4058306.43536726,3055156.46204634
6.292036,50.548397,1042,4058306.43536726,3055156.46204634
6.292036,50.548397,1043,4058306.43536726,3055156.46204634
7.257333,51.437,1044,4130336.80805924,3150940.00512908
7.257333,51.437,1045,4130336.80805924,3150940.00512908
7.257333,51.437,1046,4130336.80805924,3150940.00512908
7.257333,51.437,1047,4130336.80805924,3150940.00512908
7.257333,51.437,1048,4130336.80805924,3150940.00512908
7.257333,51.437,1049,4130336.80805924,3150940.00512908
7.257333,51.437,1050,4130336.80805924,3150940.00512908
7.257333,51.437,1051,4130336.80805924,3150940.00512908
6.326625,49.849103,1052,4056902.26016738,2977336.22126632
6.396523,50.23944,1053,4064028.78885767,3020456.42564144
6.401072,50.574681,1054,4066166.31491705,3057691.89490064
6.321338,50.756932,1055,4061536.38384327,3078224.18888045
6.321338,50.756932,1056,4061536.38384327,3078224.18888045
6.321338,50.756932,1057,4061536.38384327,3078224.18888045
6.968945,51.431025,1058,4110273.95089554,3151068.2289382
6.968945,51.431025,1059,4110273.95089554,3151068.2289382
6.968945,51.431025,1060,4110273.95089554,3151068.2289382
6.968945,51.431025,1061,4110273.95089554,3151068.2289382
6.968945,51.431025,1062,4110273.95089554,3151068.2289382
6.968945,51.431025,1063,4110273.95089554,3151068.2289382
6.968945,51.431025,1064,4110273.95089554,3151068.2289382
6.292373,50.278656,1065,4056827.02010922,3025183.88530554
6.323306,50.726667,1066,4061507.20778516,3074854.09475339
6.323306,50.726667,1067,4061507.20778516,3074854.09475339
6.280058,50.113526,1068,4055029.25661988,3006881.63498452
6.280058,50.113526,1069,4055029.25661988,3006881.63498452
6.280058,50.113526,1070,4055029.25661988,3006881.63498452
6.280058,50.113526,1071,4055029.25661988,3006881.63498452
6.280058,50.113526,1072,4055029.25661988,3006881.63498452
6.280058,50.113526,1073,4055029.25661988,3006881.63498452
6.280058,50.113526,1074,4055029.25661988,3006881.63498452
6.280058,50.113526,1075,4055029.25661988,3006881.63498452
6.280058,50.113526,1076,4055029.25661988,3006881.63498452
6.280058,50.113526,1077,4055029.25661988,3006881.63498452
6.280058,50.113526,1078,4055029.25661988,3006881.63498452
6.280058,50.113526,1079,4055029.25661988,3006881.63498452
6.280058,50.113526,1080,4055029.25661988,3006881.63498452
6.280058,50.113526,1081,4055029.25661988,3006881.63498452
6.280058,50.113526,1082,4055029.25661988,3006881.63498452
6.280058,50.113526,1083,4055029.25661988,3006881.63498452
6.280058,50.113526,1084,4055029.25661988,3006881.63498452
6.280058,50.113526,1085,4055029.25661988,3006881.63498452
6.280058,50.113526,1086,4055029.25661988,3006881.63498452
6.280058,50.113526,1087,4055029.25661988,3006881.63498452
6.280058,50.113526,1088,4055029.25661988,3006881.63498452
6.280058,50.113526,1089,4055029.25661988,3006881.63498452
7.126877,51.401582,1090,4121118.50156553,3147350.79500021
7.126877,51.401582,1091,4121118.50156553,3147350.79500021
7.126877,51.401582,1092,4121118.50156553,3147350.79500021
6.359651,50.735089,1093,4064116.14681846,3075661.77885842
6.359651,50.735089,1094,4064116.14681846,3075661.77885842
6.359651,50.735089,1095,4064116.14681846,3075661.77885842
6.359651,50.735089,1096,4064116.14681846,3075661.77885842
6.359651,50.735089,1097,4064116.14681846,3075661.77885842
6.359651,50.735089,1098,4064116.14681846,3075661.77885842
6.359651,50.735089,1099,4064116.14681846,3075661.77885842
6.295323,50.509209,1100,4058320.5857018,3050790.30203899
6.295323,50.509209,1101,4058320.5857018,3050790.30203899
6.295323,50.509209,1102,4058320.5857018,3050790.30203899
6.295323,50.509209,1103,4058320.5857018,3050790.30203899
6.295323,50.509209,1104,4058320.5857018,3050790.30203899
6.295323,50.509209,1105,4058320.5857018,3050790.30203899
6.295323,50.509209,1106,4058320.5857018,3050790.30203899
6.295323,50.509209,1107,4058320.5857018,3050790.30203899
6.295323,50.509209,1108,4058320.5857018,3050790.30203899
6.295323,50.509209,1109,4058320.5857018,3050790.30203899
6.295323,50.509209,1110,4058320.5857018,3050790.30203899
6.295323,50.509209,1111,4058320.5857018,3050790.30203899
6.295323,50.509209,1112,4058320.5857018,3050790.30203899
6.295323,50.509209,1113,4058320.5857018,3050790.30203899
6.295323,50.509209,1114,4058320.5857018,3050790.30203899
6.295323,50.509209,1115,4058320.5857018,3050790.30203899
6.295323,50.509209,1116,4058320.5857018,3050790.30203899
6.295323,50.509209,1117,4058320.5857018,3050790.30203899
6.295323,50.509209,1118,4058320.5857018,3050790.30203899
6.295323,50.509209,1119,4058320.5857018,3050790.30203899
6.295323,50.509209,1120,4058320.5857018,3050790.30203899
6.295323,50.509209,1121,4058320.5857018,3050790.30203899
6.295323,50.509209,1122,4058320.5857018,3050790.30203899
6.295323,50.509209,1123,4058320.5857018,3050790.30203899
6.295323,50.509209,1124,4058320.5857018,3050790.30203899
6.295323,50.509209,1125,4058320.5857018,3050790.30203899
6.295323,50.509209,1126,4058320.5857018,3050790.30203899
6.295323,50.509209,1127,4058320.5857018,3050790.30203899
6.295323,50.509209,1128,4058320.5857018,3050790.30203899
6.295323,50.509209,1129,4058320.5857018,3050790.30203899
6.345695,50.717116,1130,4063033.21887866,3073713.62893383
6.345695,50.717116,1131,4063033.21887866,3073713.62893383
6.345695,50.717116,1132,4063033.21887866,3073713.62893383
6.345695,50.717116,1133,4063033.21887866,3073713.62893383
6.345695,50.717116,1134,4063033.21887866,3073713.62893383
6.345695,50.717116,1135,4063033.21887866,3073713.62893383
6.345695,50.717116,1136,4063033.21887866,3073713.62893383
6.345695,50.717116,1137,4063033.21887866,3073713.62893383
6.345695,50.717116,1138,4063033.21887866,3073713.62893383
6.345695,50.717116,1139,4063033.21887866,3073713.62893383
6.345695,50.717116,1140,4063033.21887866,3073713.62893383
6.345695,50.717116,1141,4063033.21887866,3073713.62893383
6.345695,50.717116,1142,4063033.21887866,3073713.62893383
6.345695,50.717116,1143,4063033.21887866,3073713.62893383
6.321338,50.756932,1144,4061536.38384327,3078224.18888045
6.930562,51.41865,1145,4107549.560775,3149803.91307082
6.930562,51.41865,1146,4107549.560775,3149803.91307082
6.930562,51.41865,1147,4107549.560775,3149803.91307082
6.930562,51.41865,1148,4107549.560775,3149803.91307082
6.930562,51.41865,1149,4107549.560775,3149803.91307082
6.930562,51.41865,1150,4107549.560775,3149803.91307082
6.930562,51.41865,1151,4107549.560775,3149803.91307082
6.930562,51.41865,1152,4107549.560775,3149803.91307082
6.930562,51.41865,1153,4107549.560775,3149803.91307082
6.930562,51.41865,1154,4107549.560775,3149803.91307082
6.930562,51.41865,1155,4107549.560775,3149803.91307082
6.930562,51.41865,1156,4107549.560775,3149803.91307082
6.930562,51.41865,1157,4107549.560775,3149803.91307082
6.930562,51.41865,1158,4107549.560775,3149803.91307082
6.930562,51.41865,1159,4107549.560775,3149803.91307082
6.930562,51.41865,1160,4107549.560775,3149803.91307082
6.930562,51.41865,1161,4107549.560775,3149803.91307082
6.930562,51.41865,1162,4107549.560775,3149803.91307082
6.930562,51.41865,1163,4107549.560775,3149803.91307082
6.930562,51.41865,1164,4107549.560775,3149803.91307082
6.930562,51.41865,1165,4107549.560775,3149803.91307082
6.930562,51.41865,1166,4107549.560775,3149803.91307082
6.930562,51.41865,1167,4107549.560775,3149803.91307082
6.930562,51.41865,1168,4107549.560775,3149803.91307082
6.930562,51.41865,1169,4107549.560775,3149803.91307082
6.930562,51.41865,1170,4107549.560775,3149803.91307082
6.930562,51.41865,1171,4107549.560775,3149803.91307082
6.930562,51.41865,1172,4107549.560775,3149803.91307082
6.930562,51.41865,1173,4107549.560775,3149803.91307082
6.930562,51.41865,1174,4107549.560775,3149803.91307082
6.930562,51.41865,1175,4107549.560775,3149803.91307082
6.930562,51.41865,1176,4107549.560775,3149803.91307082
6.930562,51.41865,1177,4107549.560775,3149803.91307082
6.930562,51.41865,1178,4107549.560775,3149803.91307082
6.930562,51.41865,1179,4107549.560775,3149803.91307082
6.930562,51.41865,1180,4107549.560775,3149803.91307082
6.930562,51.41865,1181,4107549.560775,3149803.91307082
6.930562,51.41865,1182,4107549.560775,3149803.91307082
6.930562,51.41865,1183,4107549.560775,3149803.91307082
6.930562,51.41865,1184,4107549.560775,3149803.91307082
6.930562,51.41865,1185,4107549.560775,3149803.91307082
6.930562,51.41865,1186,4107549.560775,3149803.91307082
6.930562,51.41865,1187,4107549.560775,3149803.91307082
6.930562,51.41865,1188,4107549.560775,3149803.91307082
6.930562,51.41865,1189,4107549.560775,3149803.91307082
6.930562,51.41865,1190,4107549.560775,3149803.91307082
6.930562,51.41865,1191,4107549.560775,3149803.91307082
6.930562,51.41865,1192,4107549.560775,3149803.91307082
6.930562,51.41865,1193,4107549.560775,3149803.91307082
6.930562,51.41865,1194,4107549.560775,3149803.91307082
10.488179,49.864623,1195,4356102.91976589,2972571.43052733
6.590448,49.890914,1196,4076066.58459517,2981067.06326509
6.590448,49.890914,1197,4076066.58459517,2981067.06326509
6.590448,49.890914,1198,4076066.58459517,2981067.06326509
6.590448,49.890914,1199,4076066.58459517,2981067.06326509
6.590448,49.890914,1200,4076066.58459517,2981067.06326509
6.590448,49.890914,1201,4076066.58459517,2981067.06326509
6.590448,49.890914,1202,4076066.58459517,2981067.06326509
6.590448,49.890914,1203,4076066.58459517,2981067.06326509
6.590448,49.890914,1204,4076066.58459517,2981067.06326509
6.590448,49.890914,1205,4076066.58459517,2981067.06326509
6.590448,49.890914,1206,4076066.58459517,2981067.06326509
6.590448,49.890914,1207,4076066.58459517,2981067.06326509
6.590448,49.890914,1208,4076066.58459517,2981067.06326509
6.590448,49.890914,1209,4076066.58459517,2981067.06326509
6.590448,49.890914,1210,4076066.58459517,2981067.06326509
6.590448,49.890914,1211,4076066.58459517,2981067.06326509
6.590448,49.890914,1212,4076066.58459517,2981067.06326509
6.359244,50.266288,1213,4061519.52549122,3023570.86502817
6.366391,50.747073,1214,4064656.99277858,3076969.87051367
6.270098,50.70178,1215,4057615.65017619,3072278.67899211
6.270098,50.70178,1216,4057615.65017619,3072278.67899211
6.270098,50.70178,1217,4057615.65017619,3072278.67899211
6.270098,50.70178,1218,4057615.65017619,3072278.67899211
6.270098,50.70178,1219,4057615.65017619,3072278.67899211
6.270098,50.70178,1220,4057615.65017619,3072278.67899211
6.270098,50.70178,1221,4057615.65017619,3072278.67899211
6.270098,50.70178,1222,4057615.65017619,3072278.67899211
6.270098,50.70178,1223,4057615.65017619,3072278.67899211
6.270098,50.70178,1224,4057615.65017619,3072278.67899211
6.270098,50.70178,1225,4057615.65017619,3072278.67899211
6.270098,50.70178,1226,4057615.65017619,3072278.67899211
6.270098,50.70178,1227,4057615.65017619,3072278.67899211
6.270098,50.70178,1228,4057615.65017619,3072278.67899211
6.270098,50.70178,1229,4057615.65017619,3072278.67899211
6.405269,49.919317,1230,4062928.36037865,2984857.32474462
6.405269,49.919317,1231,4062928.36037865,2984857.32474462
6.405269,49.919317,1232,4062928.36037865,2984857.32474462
6.403899,49.828069,1233,4062339.71955544,2974724.28973243
6.403899,49.828069,1234,4062339.71955544,2974724.28973243
6.403899,49.828069,1235,4062339.71955544,2974724.28973243
6.403899,49.828069,1236,4062339.71955544,2974724.28973243
6.375219,50.789973,1237,4065513.83173752,3081706.31142902
6.294149,50.735368,1238,4059500.02376362,3075924.72277902
6.294149,50.735368,1239,4059500.02376362,3075924.72277902
6.294149,50.735368,1240,4059500.02376362,3075924.72277902
6.294149,50.735368,1241,4059500.02376362,3075924.72277902
6.294149,50.735368,1242,4059500.02376362,3075924.72277902
6.294149,50.735368,1243,4059500.02376362,3075924.72277902
6.294149,50.735368,1244,4059500.02376362,3075924.72277902
6.294149,50.735368,1245,4059500.02376362,3075924.72277902
6.294149,50.735368,1246,4059500.02376362,3075924.72277902
6.294149,50.735368,1247,4059500.02376362,3075924.72277902
6.294149,50.735368,1248,4059500.02376362,3075924.72277902
6.294149,50.735368,1249,4059500.02376362,3075924.72277902
6.294149,50.735368,1250,4059500.02376362,3075924.72277902
6.294149,50.735368,1251,4059500.02376362,3075924.72277902
6.294149,50.735368,1252,4059500.02376362,3075924.72277902
6.294149,50.735368,1253,4059500.02376362,3075924.72277902
6.294149,50.735368,1254,4059500.02376362,3075924.72277902
6.294149,50.735368,1255,4059500.02376362,3075924.72277902
6.294149,50.735368,1256,4059500.02376362,3075924.72277902
6.294149,50.735368,1257,4059500.02376362,3075924.72277902
6.294149,50.735368,1258,4059500.02376362,3075924.72277902
6.294149,50.735368,1259,4059500.02376362,3075924.72277902
6.366387,50.747069,1260,4064656.68892952,3076969.44002135
6.366387,50.747069,1261,4064656.68892952,3076969.44002135
6.366387,50.747069,1262,4064656.68892952,3076969.44002135
6.366387,50.747069,1263,4064656.68892952,3076969.44002135
6.366387,50.747069,1264,4064656.68892952,3076969.44002135
6.474156,49.976417,1265,4068170.56136968,2990961.77085913
6.474156,49.976417,1266,4068170.56136968,2990961.77085913
6.474156,49.976417,1267,4068170.56136968,2990961.77085913
6.474156,49.976417,1268,4068170.56136968,2990961.77085913
6.474156,49.976417,1269,4068170.56136968,2990961.77085913
6.474156,49.976417,1270,4068170.56136968,2990961.77085913
6.474156,49.976417,1271,4068170.56136968,2990961.77085913
6.474156,49.976417,1272,4068170.56136968,2990961.77085913
6.474156,49.976417,1273,4068170.56136968,2990961.77085913
6.474156,49.976417,1274,4068170.56136968,2990961.77085913
6.474156,49.976417,1275,4068170.56136968,2990961.77085913
6.474156,49.976417,1276,4068170.56136968,2990961.77085913
6.474156,49.976417,1277,4068170.56136968,2990961.77085913
6.474156,49.976417,1278,4068170.56136968,2990961.77085913
6.474156,49.976417,1279,4068170.56136968,2990961.77085913
6.474156,49.976417,1280,4068170.56136968,2990961.77085913
6.474156,49.976417,1281,4068170.56136968,2990961.77085913
6.474156,49.976417,1282,4068170.56136968,2990961.77085913
6.474156,49.976417,1283,4068170.56136968,2990961.77085913
6.474156,49.976417,1284,4068170.56136968,2990961.77085913
6.474156,49.976417,1285,4068170.56136968,2990961.77085913
6.474156,49.976417,1286,4068170.56136968,2990961.77085913
6.474156,49.976417,1287,4068170.56136968,2990961.77085913
6.474156,49.976417,1288,4068170.56136968,2990961.77085913
6.474156,49.976417,1289,4068170.56136968,2990961.77085913
6.474156,49.976417,1290,4068170.56136968,2990961.77085913
6.474156,49.976417,1291,4068170.56136968,2990961.77085913
6.474156,49.976417,1292,4068170.56136968,2990961.77085913
6.198452,50.676448,1293,4052416.43674975,3069724.21080462
6.294149,50.735368,1294,4059500.02376362,3075924.72277902
6.294149,50.735368,1295,4059500.02376362,3075924.72277902
6.294149,50.735368,1296,4059500.02376362,3075924.72277902
6.294149,50.735368,1297,4059500.02376362,3075924.72277902
6.294149,50.735368,1298,4059500.02376362,3075924.72277902
6.294149,50.735368,1299,4059500.02376362,3075924.72277902
6.294149,50.735368,1300,4059500.02376362,3075924.72277902
6.294149,50.735368,1301,4059500.02376362,3075924.72277902
6.294149,50.735368,1302,4059500.02376362,3075924.72277902
7.279486,51.448228,1303,4131922.42718004,3152130.86127856
7.279486,51.448228,1304,4131922.42718004,3152130.86127856
6.294149,50.735368,1305,4059500.02376362,3075924.72277902
6.294149,50.735368,1306,4059500.02376362,3075924.72277902
6.294149,50.735368,1307,4059500.02376362,3075924.72277902
6.294149,50.735368,1308,4059500.02376362,3075924.72277902
6.294149,50.735368,1309,4059500.02376362,3075924.72277902
6.294149,50.735368,1310,4059500.02376362,3075924.72277902
6.294149,50.735368,1311,4059500.02376362,3075924.72277902
6.294149,50.735368,1312,4059500.02376362,3075924.72277902
6.294149,50.735368,1313,4059500.02376362,3075924.72277902
6.294149,50.735368,1314,4059500.02376362,3075924.72277902
6.294149,50.735368,1315,4059500.02376362,3075924.72277902
6.294149,50.735368,1316,4059500.02376362,3075924.72277902
6.294149,50.735368,1317,4059500.02376362,3075924.72277902
6.294149,50.735368,1318,4059500.02376362,3075924.72277902
6.294149,50.735368,1319,4059500.02376362,3075924.72277902
6.294149,50.735368,1320,4059500.02376362,3075924.72277902
6.294149,50.735368,1321,4059500.02376362,3075924.72277902
6.294149,50.735368,1322,4059500.02376362,3075924.72277902
6.294149,50.735368,1323,4059500.02376362,3075924.72277902
6.294149,50.735368,1324,4059500.02376362,3075924.72277902
6.294149,50.735368,1325,4059500.02376362,3075924.72277902
6.345695,50.717116,1326,4063033.21887866,3073713.62893383
6.345695,50.717116,1327,4063033.21887866,3073713.62893383
6.345695,50.717116,1328,4063033.21887866,3073713.62893383
6.345695,50.717116,1329,4063033.21887866,3073713.62893383
6.345695,50.717116,1330,4063033.21887866,3073713.62893383
6.345695,50.717116,1331,4063033.21887866,3073713.62893383
6.345695,50.717116,1332,4063033.21887866,3073713.62893383
6.345695,50.717116,1333,4063033.21887866,3073713.62893383
6.345695,50.717116,1334,4063033.21887866,3073713.62893383
6.345695,50.717116,1335,4063033.21887866,3073713.62893383
6.345695,50.717116,1336,4063033.21887866,3073713.62893383
6.345695,50.717116,1337,4063033.21887866,3073713.62893383
6.345695,50.717116,1338,4063033.21887866,3073713.62893383
6.345695,50.717116,1339,4063033.21887866,3073713.62893383
6.345695,50.717116,1340,4063033.21887866,3073713.62893383
6.345695,50.717116,1341,4063033.21887866,3073713.62893383
6.345695,50.717116,1342,4063033.21887866,3073713.62893383
6.345695,50.717116,1343,4063033.21887866,3073713.62893383
6.345695,50.717116,1344,4063033.21887866,3073713.62893383
6.345695,50.717116,1345,4063033.21887866,3073713.62893383
6.345695,50.717116,1346,4063033.21887866,3073713.62893383
6.345695,50.717116,1347,4063033.21887866,3073713.62893383
6.345695,50.717116,1348,4063033.21887866,3073713.62893383
6.345695,50.717116,1349,4063033.21887866,3073713.62893383
6.345695,50.717116,1350,4063033.21887866,3073713.62893383
6.345695,50.717116,1351,4063033.21887866,3073713.62893383
6.345695,50.717116,1352,4063033.21887866,3073713.62893383
6.494605,50.619605,1353,4073020.49142713,3062363.04627554
6.995988,51.403281,1354,4112026.18283628,3147906.05023762
6.413199,50.737227,1355,4067902.85362313,3075712.82896412
6.413199,50.737227,1356,4067902.85362313,3075712.82896412
6.431371,50.613929,1357,4068520.70903218,3061948.36054504
6.431371,50.613929,1358,4068520.70903218,3061948.36054504
6.431371,50.613929,1359,4068520.70903218,3061948.36054504
6.270098,50.70178,1360,4057615.65017619,3072278.67899211
6.270098,50.70178,1361,4057615.65017619,3072278.67899211
6.53039,50.045353,1362,4072557.44971626,2998429.36008195
6.53039,50.045353,1363,4072557.44971626,2998429.36008195
6.53039,50.045353,1364,4072557.44971626,2998429.36008195
6.53039,50.045353,1365,4072557.44971626,2998429.36008195
6.53039,50.045353,1366,4072557.44971626,2998429.36008195
6.502346,50.624294,1367,4073592.33426052,3062857.95159768
6.930562,51.41865,1368,4107549.560775,3149803.91307082
6.930562,51.41865,1369,4107549.560775,3149803.91307082
6.930562,51.41865,1370,4107549.560775,3149803.91307082
6.930562,51.41865,1371,4107549.560775,3149803.91307082
6.930562,51.41865,1372,4107549.560775,3149803.91307082
6.930562,51.41865,1373,4107549.560775,3149803.91307082
6.930562,51.41865,1374,4107549.560775,3149803.91307082
6.930562,51.41865,1375,4107549.560775,3149803.91307082
6.930562,51.41865,1376,4107549.560775,3149803.91307082
6.930562,51.41865,1377,4107549.560775,3149803.91307082
6.930562,51.41865,1378,4107549.560775,3149803.91307082
6.930562,51.41865,1379,4107549.560775,3149803.91307082
6.930562,51.41865,1380,4107549.560775,3149803.91307082
6.930562,51.41865,1381,4107549.560775,3149803.91307082
6.930562,51.41865,1382,4107549.560775,3149803.91307082
6.930562,51.41865,1383,4107549.560775,3149803.91307082
6.930562,51.41865,1384,4107549.560775,3149803.91307082
6.930562,51.41865,1385,4107549.560775,3149803.91307082
6.930562,51.41865,1386,4107549.560775,3149803.91307082
6.431371,50.613929,1387,4068520.70903218,3061948.36054504
6.431371,50.613929,1388,4068520.70903218,3061948.36054504
6.431371,50.613929,1389,4068520.70903218,3061948.36054504
6.431371,50.613929,1390,4068520.70903218,3061948.36054504
6.431371,50.613929,1391,4068520.70903218,3061948.36054504
6.431371,50.613929,1392,4068520.70903218,3061948.36054504
6.431371,50.613929,1393,4068520.70903218,3061948.36054504
6.431371,50.613929,1394,4068520.70903218,3061948.36054504
6.431371,50.613929,1395,4068520.70903218,3061948.36054504
6.431371,50.613929,1396,4068520.70903218,3061948.36054504
6.431371,50.613929,1397,4068520.70903218,3061948.36054504
6.431371,50.613929,1398,4068520.70903218,3061948.36054504
6.431371,50.613929,1399,4068520.70903218,3061948.36054504
6.431371,50.613929,1400,4068520.70903218,3061948.36054504
6.431371,50.613929,1401,4068520.70903218,3061948.36054504
6.431371,50.613929,1402,4068520.70903218,3061948.36054504
6.431371,50.613929,1403,4068520.70903218,3061948.36054504
6.431371,50.613929,1404,4068520.70903218,3061948.36054504
6.431371,50.613929,1405,4068520.70903218,3061948.36054504
6.431371,50.613929,1406,4068520.70903218,3061948.36054504
6.431371,50.613929,1407,4068520.70903218,3061948.36054504
6.431371,50.613929,1408,4068520.70903218,3061948.36054504
6.431371,50.613929,1409,4068520.70903218,3061948.36054504
6.431371,50.613929,1410,4068520.70903218,3061948.36054504
6.431371,50.613929,1411,4068520.70903218,3061948.36054504
6.431371,50.613929,1412,4068520.70903218,3061948.36054504
6.431371,50.613929,1413,4068520.70903218,3061948.36054504
6.431371,50.613929,1414,4068520.70903218,3061948.36054504
6.431371,50.613929,1415,4068520.70903218,3061948.36054504
6.431371,50.613929,1416,4068520.70903218,3061948.36054504
6.431371,50.613929,1417,4068520.70903218,3061948.36054504
6.431371,50.613929,1418,4068520.70903218,3061948.36054504
6.412117,50.684688,1419,4067542.32319008,3069878.05914871
7.033296,51.423306,1420,4114710.11286802,3150026.31947553
6.294149,50.735368,1421,4059500.02376362,3075924.72277902
6.294149,50.735368,1422,4059500.02376362,3075924.72277902
6.294149,50.735368,1423,4059500.02376362,3075924.72277902
6.294149,50.735368,1424,4059500.02376362,3075924.72277902
6.294149,50.735368,1425,4059500.02376362,3075924.72277902
6.294149,50.735368,1426,4059500.02376362,3075924.72277902
6.294149,50.735368,1427,4059500.02376362,3075924.72277902
6.294149,50.735368,1428,4059500.02376362,3075924.72277902
6.294149,50.735368,1429,4059500.02376362,3075924.72277902
6.294149,50.735368,1430,4059500.02376362,3075924.72277902
6.294149,50.735368,1431,4059500.02376362,3075924.72277902
6.294149,50.735368,1432,4059500.02376362,3075924.72277902
6.294149,50.735368,1433,4059500.02376362,3075924.72277902
6.294149,50.735368,1434,4059500.02376362,3075924.72277902
6.294149,50.735368,1435,4059500.02376362,3075924.72277902
6.294149,50.735368,1436,4059500.02376362,3075924.72277902
6.294149,50.735368,1437,4059500.02376362,3075924.72277902
6.294149,50.735368,1438,4059500.02376362,3075924.72277902
6.426633,50.555043,1439,4067868.92975627,3055421.01357037
6.426633,50.555043,1440,4067868.92975627,3055421.01357037
6.426633,50.555043,1441,4067868.92975627,3055421.01357037
6.278448,50.578169,1442,4057511.54560629,3058513.39749469
6.278448,50.578169,1443,4057511.54560629,3058513.39749469
6.47664,50.692652,1444,4072138.60964998,3070541.73204312
6.47664,50.692652,1445,4072138.60964998,3070541.73204312
6.448153,49.856419,1446,4065670.37609348,2977719.15070478
6.930562,51.41865,1447,4107549.560775,3149803.91307082
7.257333,51.437,1448,4130336.80805924,3150940.00512908
7.257333,51.437,1449,4130336.80805924,3150940.00512908
6.359651,50.735089,1450,4064116.14681846,3075661.77885842
6.359651,50.735089,1451,4064116.14681846,3075661.77885842
6.359651,50.735089,1452,4064116.14681846,3075661.77885842
6.359651,50.735089,1453,4064116.14681846,3075661.77885842
6.359651,50.735089,1454,4064116.14681846,3075661.77885842
6.359651,50.735089,1455,4064116.14681846,3075661.77885842
6.359651,50.735089,1456,4064116.14681846,3075661.77885842
