"decimalLongitude","decimalLatitude","L1","transLon","transLat"
9.002659,46.159648,249,4243876.22045901,2561249.8452638
9.002659,46.159648,250,4243876.22045901,2561249.8452638
9.002659,46.159648,251,4243876.22045901,2561249.8452638
9.002659,46.159648,252,4243876.22045901,2561249.8452638
9.002659,46.159648,253,4243876.22045901,2561249.8452638
9.002659,46.159648,254,4243876.22045901,2561249.8452638
9.002659,46.159648,255,4243876.22045901,2561249.8452638
9.002659,46.159648,256,4243876.22045901,2561249.8452638
9.002659,46.159648,257,4243876.22045901,2561249.8452638
9.002659,46.159648,258,4243876.22045901,2561249.8452638
9.002659,46.159648,259,4243876.22045901,2561249.8452638
9.002659,46.159648,260,4243876.22045901,2561249.8452638
9.002659,46.159648,261,4243876.22045901,2561249.8452638
9.002659,46.159648,262,4243876.22045901,2561249.8452638
9.002659,46.159648,263,4243876.22045901,2561249.8452638
9.002659,46.159648,264,4243876.22045901,2561249.8452638
9.002659,46.159648,265,4243876.22045901,2561249.8452638
9.002659,46.159648,266,4243876.22045901,2561249.8452638
9.002659,46.159648,267,4243876.22045901,2561249.8452638
9.002659,46.159648,268,4243876.22045901,2561249.8452638
9.002659,46.159648,269,4243876.22045901,2561249.8452638
9.002659,46.159648,270,4243876.22045901,2561249.8452638
9.002659,46.159648,271,4243876.22045901,2561249.8452638
9.002659,46.159648,272,4243876.22045901,2561249.8452638
9.002659,46.159648,273,4243876.22045901,2561249.8452638
9.002659,46.159648,274,4243876.22045901,2561249.8452638
9.002659,46.159648,275,4243876.22045901,2561249.8452638
9.002659,46.159648,276,4243876.22045901,2561249.8452638
9.002659,46.159648,277,4243876.22045901,2561249.8452638
8.7741,46.274131,278,4226404.91408787,2574223.24629567
8.7741,46.274131,279,4226404.91408787,2574223.24629567
8.7741,46.274131,280,4226404.91408787,2574223.24629567
8.7741,46.274131,281,4226404.91408787,2574223.24629567
8.7741,46.274131,282,4226404.91408787,2574223.24629567
8.7741,46.274131,283,4226404.91408787,2574223.24629567
8.7741,46.274131,284,4226404.91408787,2574223.24629567
8.7741,46.274131,285,4226404.91408787,2574223.24629567
8.7741,46.274131,286,4226404.91408787,2574223.24629567
8.7741,46.274131,287,4226404.91408787,2574223.24629567
9.002659,46.159648,288,4243876.22045901,2561249.8452638
9.002659,46.159648,289,4243876.22045901,2561249.8452638
9.002659,46.159648,290,4243876.22045901,2561249.8452638
9.002659,46.159648,291,4243876.22045901,2561249.8452638
9.002659,46.159648,292,4243876.22045901,2561249.8452638
9.002659,46.159648,293,4243876.22045901,2561249.8452638
9.002659,46.159648,294,4243876.22045901,2561249.8452638
9.028099,45.927315,295,4245520.01467629,2535433.16052472
9.028099,45.927315,296,4245520.01467629,2535433.16052472
9.028099,45.927315,297,4245520.01467629,2535433.16052472
9.028099,45.927315,298,4245520.01467629,2535433.16052472
9.028099,45.927315,299,4245520.01467629,2535433.16052472
9.028099,45.927315,300,4245520.01467629,2535433.16052472
9.028099,45.927315,301,4245520.01467629,2535433.16052472
9.028099,45.927315,302,4245520.01467629,2535433.16052472
9.028099,45.927315,303,4245520.01467629,2535433.16052472
9.028099,45.927315,304,4245520.01467629,2535433.16052472
9.028099,45.927315,305,4245520.01467629,2535433.16052472
9.028099,45.927315,306,4245520.01467629,2535433.16052472
9.028099,45.927315,307,4245520.01467629,2535433.16052472
9.028099,45.927315,308,4245520.01467629,2535433.16052472
8.741555,46.174407,309,4223713.81101624,2563194.40731251
8.741555,46.174407,310,4223713.81101624,2563194.40731251
8.741555,46.174407,311,4223713.81101624,2563194.40731251
8.741555,46.174407,312,4223713.81101624,2563194.40731251
8.741555,46.174407,313,4223713.81101624,2563194.40731251
8.741555,46.174407,314,4223713.81101624,2563194.40731251
8.741555,46.174407,315,4223713.81101624,2563194.40731251
8.741555,46.174407,316,4223713.81101624,2563194.40731251
8.741555,46.174407,317,4223713.81101624,2563194.40731251
8.741555,46.174407,318,4223713.81101624,2563194.40731251
9.002659,46.159648,319,4243876.22045901,2561249.8452638
9.002659,46.159648,320,4243876.22045901,2561249.8452638
9.002659,46.159648,321,4243876.22045901,2561249.8452638
9.002659,46.159648,322,4243876.22045901,2561249.8452638
9.002659,46.159648,323,4243876.22045901,2561249.8452638
9.002659,46.159648,324,4243876.22045901,2561249.8452638
9.002659,46.159648,325,4243876.22045901,2561249.8452638
9.002659,46.159648,326,4243876.22045901,2561249.8452638
9.002659,46.159648,327,4243876.22045901,2561249.8452638
9.002659,46.159648,328,4243876.22045901,2561249.8452638
9.002659,46.159648,329,4243876.22045901,2561249.8452638
9.002659,46.159648,330,4243876.22045901,2561249.8452638
9.002659,46.159648,331,4243876.22045901,2561249.8452638
9.002659,46.159648,332,4243876.22045901,2561249.8452638
9.002659,46.159648,333,4243876.22045901,2561249.8452638
9.002659,46.159648,334,4243876.22045901,2561249.8452638
9.002659,46.159648,335,4243876.22045901,2561249.8452638
9.002659,46.159648,336,4243876.22045901,2561249.8452638
9.002659,46.159648,337,4243876.22045901,2561249.8452638
9.002659,46.159648,338,4243876.22045901,2561249.8452638
9.002659,46.159648,339,4243876.22045901,2561249.8452638
9.002659,46.159648,340,4243876.22045901,2561249.8452638
9.002659,46.159648,341,4243876.22045901,2561249.8452638
9.002659,46.159648,342,4243876.22045901,2561249.8452638
9.002659,46.159648,343,4243876.22045901,2561249.8452638
9.002659,46.159648,344,4243876.22045901,2561249.8452638
9.002659,46.159648,345,4243876.22045901,2561249.8452638
9.002659,46.159648,346,4243876.22045901,2561249.8452638
9.002659,46.159648,347,4243876.22045901,2561249.8452638
9.002659,46.159648,348,4243876.22045901,2561249.8452638
9.002659,46.159648,349,4243876.22045901,2561249.8452638
9.002659,46.159648,350,4243876.22045901,2561249.8452638
8.741555,46.174407,351,4223713.81101624,2563194.40731251
8.741555,46.174407,352,4223713.81101624,2563194.40731251
8.741555,46.174407,353,4223713.81101624,2563194.40731251
8.741555,46.174407,354,4223713.81101624,2563194.40731251
9.002659,46.159648,355,4243876.22045901,2561249.8452638
9.002659,46.159648,356,4243876.22045901,2561249.8452638
9.002659,46.159648,357,4243876.22045901,2561249.8452638
9.002659,46.159648,358,4243876.22045901,2561249.8452638
9.002659,46.159648,359,4243876.22045901,2561249.8452638
9.002659,46.159648,360,4243876.22045901,2561249.8452638
9.002659,46.159648,361,4243876.22045901,2561249.8452638
9.002659,46.159648,362,4243876.22045901,2561249.8452638
9.002659,46.159648,363,4243876.22045901,2561249.8452638
9.002659,46.159648,364,4243876.22045901,2561249.8452638
9.002659,46.159648,365,4243876.22045901,2561249.8452638
9.002659,46.159648,366,4243876.22045901,2561249.8452638
9.002659,46.159648,367,4243876.22045901,2561249.8452638
9.002659,46.159648,368,4243876.22045901,2561249.8452638
9.002659,46.159648,369,4243876.22045901,2561249.8452638
9.002659,46.159648,370,4243876.22045901,2561249.8452638
9.002659,46.159648,371,4243876.22045901,2561249.8452638
9.002659,46.159648,372,4243876.22045901,2561249.8452638
9.002659,46.159648,373,4243876.22045901,2561249.8452638
9.002659,46.159648,374,4243876.22045901,2561249.8452638
9.002659,46.159648,375,4243876.22045901,2561249.8452638
9.002659,46.159648,376,4243876.22045901,2561249.8452638
9.002659,46.159648,377,4243876.22045901,2561249.8452638
9.002659,46.159648,378,4243876.22045901,2561249.8452638
9.002659,46.159648,379,4243876.22045901,2561249.8452638
9.002659,46.159648,380,4243876.22045901,2561249.8452638
9.002659,46.159648,381,4243876.22045901,2561249.8452638
9.002659,46.159648,382,4243876.22045901,2561249.8452638
9.002659,46.159648,383,4243876.22045901,2561249.8452638
9.002659,46.159648,384,4243876.22045901,2561249.8452638
9.002659,46.159648,385,4243876.22045901,2561249.8452638
9.002659,46.159648,386,4243876.22045901,2561249.8452638
9.002659,46.159648,387,4243876.22045901,2561249.8452638
9.002659,46.159648,388,4243876.22045901,2561249.8452638
9.002659,46.159648,389,4243876.22045901,2561249.8452638
9.002659,46.159648,390,4243876.22045901,2561249.8452638
9.002659,46.159648,391,4243876.22045901,2561249.8452638
9.002659,46.159648,392,4243876.22045901,2561249.8452638
9.002659,46.159648,393,4243876.22045901,2561249.8452638
9.002659,46.159648,394,4243876.22045901,2561249.8452638
9.002659,46.159648,395,4243876.22045901,2561249.8452638
9.002659,46.159648,396,4243876.22045901,2561249.8452638
9.002659,46.159648,397,4243876.22045901,2561249.8452638
9.002659,46.159648,398,4243876.22045901,2561249.8452638
9.002659,46.159648,399,4243876.22045901,2561249.8452638
9.002659,46.159648,400,4243876.22045901,2561249.8452638
9.002659,46.159648,401,4243876.22045901,2561249.8452638
9.002659,46.159648,402,4243876.22045901,2561249.8452638
9.002659,46.159648,403,4243876.22045901,2561249.8452638
8.741555,46.174407,404,4223713.81101624,2563194.40731251
8.741555,46.174407,405,4223713.81101624,2563194.40731251
8.741555,46.174407,406,4223713.81101624,2563194.40731251
8.741555,46.174407,407,4223713.81101624,2563194.40731251
8.741555,46.174407,408,4223713.81101624,2563194.40731251
8.741555,46.174407,409,4223713.81101624,2563194.40731251
8.741555,46.174407,410,4223713.81101624,2563194.40731251
8.741555,46.174407,411,4223713.81101624,2563194.40731251
8.741555,46.174407,412,4223713.81101624,2563194.40731251
8.741555,46.174407,413,4223713.81101624,2563194.40731251
9.002659,46.159648,414,4243876.22045901,2561249.8452638
9.002659,46.159648,415,4243876.22045901,2561249.8452638
9.002659,46.159648,416,4243876.22045901,2561249.8452638
9.002659,46.159648,417,4243876.22045901,2561249.8452638
9.002659,46.159648,418,4243876.22045901,2561249.8452638
9.002659,46.159648,419,4243876.22045901,2561249.8452638
9.002659,46.159648,420,4243876.22045901,2561249.8452638
9.002659,46.159648,421,4243876.22045901,2561249.8452638
9.002659,46.159648,422,4243876.22045901,2561249.8452638
9.002659,46.159648,423,4243876.22045901,2561249.8452638
9.002659,46.159648,424,4243876.22045901,2561249.8452638
9.002659,46.159648,425,4243876.22045901,2561249.8452638
9.002659,46.159648,426,4243876.22045901,2561249.8452638
9.002659,46.159648,427,4243876.22045901,2561249.8452638
9.002659,46.159648,428,4243876.22045901,2561249.8452638
9.002659,46.159648,429,4243876.22045901,2561249.8452638
9.002659,46.159648,430,4243876.22045901,2561249.8452638
9.002659,46.159648,431,4243876.22045901,2561249.8452638
9.002659,46.159648,432,4243876.22045901,2561249.8452638
9.002659,46.159648,433,4243876.22045901,2561249.8452638
9.002659,46.159648,434,4243876.22045901,2561249.8452638
9.002659,46.159648,435,4243876.22045901,2561249.8452638
9.002659,46.159648,436,4243876.22045901,2561249.8452638
9.002659,46.159648,437,4243876.22045901,2561249.8452638
9.002659,46.159648,438,4243876.22045901,2561249.8452638
9.002659,46.159648,439,4243876.22045901,2561249.8452638
9.002659,46.159648,440,4243876.22045901,2561249.8452638
9.002659,46.159648,441,4243876.22045901,2561249.8452638
9.002659,46.159648,442,4243876.22045901,2561249.8452638
9.002659,46.159648,443,4243876.22045901,2561249.8452638
9.002659,46.159648,444,4243876.22045901,2561249.8452638
9.002659,46.159648,445,4243876.22045901,2561249.8452638
9.002659,46.159648,446,4243876.22045901,2561249.8452638
9.002659,46.159648,447,4243876.22045901,2561249.8452638
9.002659,46.159648,448,4243876.22045901,2561249.8452638
9.002659,46.159648,449,4243876.22045901,2561249.8452638
9.002659,46.159648,450,4243876.22045901,2561249.8452638
9.002659,46.159648,451,4243876.22045901,2561249.8452638
9.002659,46.159648,452,4243876.22045901,2561249.8452638
9.002659,46.159648,453,4243876.22045901,2561249.8452638
9.002659,46.159648,454,4243876.22045901,2561249.8452638
9.002659,46.159648,455,4243876.22045901,2561249.8452638
9.002659,46.159648,456,4243876.22045901,2561249.8452638
9.002659,46.159648,457,4243876.22045901,2561249.8452638
9.002659,46.159648,458,4243876.22045901,2561249.8452638
9.002659,46.159648,459,4243876.22045901,2561249.8452638
9.002659,46.159648,460,4243876.22045901,2561249.8452638
9.002659,46.159648,461,4243876.22045901,2561249.8452638
9.002659,46.159648,462,4243876.22045901,2561249.8452638
9.002659,46.159648,463,4243876.22045901,2561249.8452638
9.002659,46.159648,464,4243876.22045901,2561249.8452638
9.002659,46.159648,465,4243876.22045901,2561249.8452638
9.002659,46.159648,466,4243876.22045901,2561249.8452638
9.002659,46.159648,467,4243876.22045901,2561249.8452638
9.002659,46.159648,468,4243876.22045901,2561249.8452638
9.002659,46.159648,469,4243876.22045901,2561249.8452638
8.7741,46.274131,470,4226404.91408787,2574223.24629567
8.7741,46.274131,471,4226404.91408787,2574223.24629567
8.7741,46.274131,472,4226404.91408787,2574223.24629567
8.7741,46.274131,473,4226404.91408787,2574223.24629567
8.7741,46.274131,474,4226404.91408787,2574223.24629567
8.7741,46.274131,475,4226404.91408787,2574223.24629567
8.7741,46.274131,476,4226404.91408787,2574223.24629567
8.7741,46.274131,477,4226404.91408787,2574223.24629567
8.7741,46.274131,478,4226404.91408787,2574223.24629567
8.7741,46.274131,479,4226404.91408787,2574223.24629567
9.002659,46.159648,480,4243876.22045901,2561249.8452638
9.002659,46.159648,481,4243876.22045901,2561249.8452638
9.002659,46.159648,482,4243876.22045901,2561249.8452638
9.028099,45.927315,483,4245520.01467629,2535433.16052472
9.028099,45.927315,484,4245520.01467629,2535433.16052472
9.028099,45.927315,485,4245520.01467629,2535433.16052472
9.028099,45.927315,486,4245520.01467629,2535433.16052472
9.028099,45.927315,487,4245520.01467629,2535433.16052472
9.028099,45.927315,488,4245520.01467629,2535433.16052472
9.028099,45.927315,489,4245520.01467629,2535433.16052472
9.028099,45.927315,490,4245520.01467629,2535433.16052472
9.028099,45.927315,491,4245520.01467629,2535433.16052472
9.028099,45.927315,492,4245520.01467629,2535433.16052472
9.028099,45.927315,493,4245520.01467629,2535433.16052472
9.028099,45.927315,494,4245520.01467629,2535433.16052472
9.028099,45.927315,495,4245520.01467629,2535433.16052472
