L1,Lon,Lat,GID_0,COUNTRY,NAME_1,NAME_2
"2502",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"3628",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"3629",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"4434",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"4446",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"5053",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"5054",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"5559",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"5956",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"6060",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"6061",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"6062",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"6063",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"6064",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"6065",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"6066",4356102.919765889644623,2972571.430527326650918,DEU,Germany,Bayern,Bamberg
"1020",4226018.472418146207929,2973814.540543660521507,DEU,Germany,Hessen,Darmstadt
"5176",4294982.145020565949380,3143095.351178300566971,DEU,Germany,Niedersachsen,GÃ¶ttingen
"5177",4294982.145020565949380,3143095.351178300566971,DEU,Germany,Niedersachsen,GÃ¶ttingen
"2911",4285818.747814118862152,3187869.865137537010014,DEU,Germany,Niedersachsen,Holzminden
"2912",4285818.747814118862152,3187869.865137537010014,DEU,Germany,Niedersachsen,Holzminden
"2913",4285818.747814118862152,3187869.865137537010014,DEU,Germany,Niedersachsen,Holzminden
"2914",4285818.747814118862152,3187869.865137537010014,DEU,Germany,Niedersachsen,Holzminden
"2915",4285818.747814118862152,3187869.865137537010014,DEU,Germany,Niedersachsen,Holzminden
"2916",4285818.747814118862152,3187869.865137537010014,DEU,Germany,Niedersachsen,Holzminden
"2233",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2234",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2235",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2236",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2237",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2238",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2239",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2240",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2241",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2242",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"2243",4215325.847359354607761,3213794.026854245457798,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"4932",4218804.347532584331930,3212679.026886623818427,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"4933",4218804.347532584331930,3212679.026886623818427,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"4934",4218804.347532584331930,3212679.026886623818427,DEU,Germany,Nordrhein-Westfalen,Bielefeld
"627",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"628",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"629",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"630",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"632",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"633",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"634",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"897",4131392.462567816954106,3151612.617457782384008,DEU,Germany,Nordrhein-Westfalen,Bochum
"898",4131392.462567816954106,3151612.617457782384008,DEU,Germany,Nordrhein-Westfalen,Bochum
"1044",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1045",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1046",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1047",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1048",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1049",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1050",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1051",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1303",4131922.427180040627718,3152130.861278556287289,DEU,Germany,Nordrhein-Westfalen,Bochum
"1304",4131922.427180040627718,3152130.861278556287289,DEU,Germany,Nordrhein-Westfalen,Bochum
"1448",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1449",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"1477",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1478",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1479",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1480",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1481",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1482",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1483",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1555",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1556",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1557",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1558",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1559",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1560",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1561",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1562",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1563",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"1610",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2009",4131320.944230148568749,3160168.327483191154897,DEU,Germany,Nordrhein-Westfalen,Bochum
"2210",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"2211",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"2268",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"2269",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"2270",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"2271",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"2330",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2408",4131922.427180040627718,3152130.861278556287289,DEU,Germany,Nordrhein-Westfalen,Bochum
"2409",4131922.427180040627718,3152130.861278556287289,DEU,Germany,Nordrhein-Westfalen,Bochum
"2504",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2505",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2506",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2507",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2508",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2509",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2510",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2511",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2512",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2513",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2514",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2515",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2516",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2517",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2518",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"2797",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"2798",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"3045",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3046",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3112",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"3113",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"3114",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"3115",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"3116",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"3233",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"3709",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"3710",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"3711",4131320.944230148568749,3160168.327483191154897,DEU,Germany,Nordrhein-Westfalen,Bochum
"3851",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"3852",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"3853",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"3854",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"3855",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"3856",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"3857",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"3927",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3928",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3929",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3930",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3931",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3932",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3933",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3934",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3935",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3936",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3937",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3938",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3939",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3940",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3941",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"3957",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"4456",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"4457",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"4458",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"4661",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"4662",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"4696",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"4697",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"4698",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"4808",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"4809",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"4858",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"4859",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"4860",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"5017",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"5018",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"5097",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"5327",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5328",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5329",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5330",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5331",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5332",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5333",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5334",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5335",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5336",4129109.784880383871496,3159258.733081561513245,DEU,Germany,Nordrhein-Westfalen,Bochum
"5857",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"5987",4122071.925014182459563,3151034.606228316202760,DEU,Germany,Nordrhein-Westfalen,Bochum
"6020",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"6021",4129813.765080632641912,3148850.321785700041801,DEU,Germany,Nordrhein-Westfalen,Bochum
"6477",4130336.808059236034751,3150940.005129083525389,DEU,Germany,Nordrhein-Westfalen,Bochum
"4472",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6548",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6549",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6550",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6551",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6552",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6553",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6554",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6555",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6556",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6557",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6558",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"6559",4113125.300025371368974,3063981.503228998277336,DEU,Germany,Nordrhein-Westfalen,Bonn
"626",4141866.014805214945227,3150816.831217703409493,DEU,Germany,Nordrhein-Westfalen,Dortmund
"2355",4143987.286537524778396,3152864.988036211114377,DEU,Germany,Nordrhein-Westfalen,Dortmund
"5853",4136131.873443060554564,3159013.908498151693493,DEU,Germany,Nordrhein-Westfalen,Dortmund
"6501",4136131.873443060554564,3159013.908498151693493,DEU,Germany,Nordrhein-Westfalen,Dortmund
"608",4064657.296627589967102,3076970.301006006542593,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"666",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"667",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"668",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"669",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"670",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"671",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"672",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"673",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"674",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"675",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"676",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"677",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"678",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"679",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"680",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
"681",4064116.146818456239998,3075661.778858418576419,DEU,Germany,Nordrhein-Westfalen,DÃ¼ren
