fid,L1,Lon,Lat,iucn_sr1
360,360,7.043988,51.413459,13
361,361,7.423111,51.439667,13
362,362,7.250944,51.418056,13
363,363,7.250944,51.418056,13
364,364,7.250944,51.418056,13
365,365,7.250944,51.418056,13
366,366,6.279368,50.562297,15
367,367,7.257333,51.437,13
368,368,7.257333,51.437,13
369,369,7.257333,51.437,13
370,370,6.307838,50.75414,15
371,371,6.307838,50.75414,15
372,372,6.307838,50.75414,15
373,373,6.307838,50.75414,15
374,374,6.307838,50.75414,15
375,375,6.307838,50.75414,15
376,376,6.307838,50.75414,15
377,377,6.307838,50.75414,15
378,378,6.307838,50.75414,15
379,379,6.307838,50.75414,15
380,380,6.307838,50.75414,15
381,381,6.307838,50.75414,15
382,382,6.307838,50.75414,15
383,383,6.307838,50.75414,15
384,384,6.307838,50.75414,15
385,385,6.307838,50.75414,15
386,386,6.307838,50.75414,15
387,387,6.307838,50.75414,15
388,388,6.307838,50.75414,15
389,389,6.307838,50.75414,15
390,390,6.307838,50.75414,15
391,391,6.307838,50.75414,15
392,392,6.307838,50.75414,15
393,393,6.307838,50.75414,15
394,394,6.338427,49.880861,14
395,395,6.338427,49.880861,14
396,396,6.338427,49.880861,14
397,397,6.338427,49.880861,14
398,398,6.338427,49.880861,14
399,399,6.338427,49.880861,14
400,400,6.338427,49.880861,14
401,401,6.359651,50.735089,15
402,402,6.359651,50.735089,15
403,403,6.359651,50.735089,15
404,404,6.359651,50.735089,15
405,405,6.359651,50.735089,15
406,406,6.359651,50.735089,15
407,407,6.359651,50.735089,15
408,408,6.359651,50.735089,15
409,409,6.359651,50.735089,15
410,410,6.359651,50.735089,15
411,411,6.359651,50.735089,15
412,412,6.359651,50.735089,15
413,413,6.359651,50.735089,15
414,414,6.359651,50.735089,15
415,415,6.359651,50.735089,15
416,416,6.359651,50.735089,15
417,417,6.359651,50.735089,15
418,418,6.359651,50.735089,15
419,419,6.359651,50.735089,15
420,420,6.359651,50.735089,15
421,421,6.359651,50.735089,15
422,422,6.359651,50.735089,15
423,423,6.359651,50.735089,15
424,424,6.359651,50.735089,15
425,425,6.359651,50.735089,15
426,426,6.359651,50.735089,15
427,427,6.359651,50.735089,15
428,428,6.359651,50.735089,15
429,429,6.359651,50.735089,15
430,430,6.995988,51.403281,13
431,431,6.995988,51.403281,13
432,432,6.995988,51.403281,13
433,433,6.995988,51.403281,13
434,434,6.995988,51.403281,13
435,435,6.995988,51.403281,13
436,436,6.995988,51.403281,13
437,437,6.448138,49.856404,14
438,438,6.448138,49.856404,14
439,439,6.448138,49.856404,14
440,440,6.448138,49.856404,14
441,441,6.294149,50.735368,15
442,442,6.294149,50.735368,15
443,443,6.294149,50.735368,15
444,444,6.294149,50.735368,15
445,445,6.294149,50.735368,15
446,446,6.294149,50.735368,15
447,447,6.294149,50.735368,15
448,448,6.294149,50.735368,15
449,449,6.294149,50.735368,15
450,450,6.294149,50.735368,15
451,451,6.787115,50.525597,16
452,452,6.787115,50.525597,16
453,453,6.787115,50.525597,16
454,454,6.787115,50.525597,16
455,455,6.787115,50.525597,16
456,456,6.787115,50.525597,16
457,457,6.787115,50.525597,16
458,458,6.787115,50.525597,16
459,459,6.787115,50.525597,16
460,460,6.787115,50.525597,16
461,461,6.787115,50.525597,16
462,462,6.787115,50.525597,16
463,463,6.787115,50.525597,16
464,464,6.787115,50.525597,16
465,465,6.787115,50.525597,16
466,466,6.787115,50.525597,16
467,467,6.787115,50.525597,16
468,468,6.787115,50.525597,16
469,469,6.787115,50.525597,16
470,470,6.366387,50.747069,15
471,471,6.366387,50.747069,15
472,472,6.366387,50.747069,15
473,473,6.366387,50.747069,15
474,474,6.366387,50.747069,15
475,475,6.366387,50.747069,15
476,476,6.366387,50.747069,15
477,477,6.366387,50.747069,15
478,478,6.366387,50.747069,15
479,479,6.366387,50.747069,15
480,480,6.366387,50.747069,15
481,481,6.366387,50.747069,15
482,482,6.366387,50.747069,15
483,483,6.366387,50.747069,15
484,484,6.366387,50.747069,15
485,485,6.366387,50.747069,15
486,486,6.366387,50.747069,15
487,487,6.366387,50.747069,15
488,488,6.366387,50.747069,15
489,489,6.366387,50.747069,15
490,490,6.366387,50.747069,15
491,491,6.366387,50.747069,15
492,492,6.366387,50.747069,15
493,493,6.366387,50.747069,15
494,494,6.366387,50.747069,15
495,495,6.366387,50.747069,15
496,496,6.366387,50.747069,15
497,497,6.366387,50.747069,15
498,498,6.366387,50.747069,15
499,499,6.366387,50.747069,15
500,500,6.366387,50.747069,15
501,501,7.387315,51.429405,13
502,502,7.387315,51.429405,13
503,503,6.32883,50.215607,13
504,504,6.32883,50.215607,13
505,505,6.32883,50.215607,13
506,506,6.32883,50.215607,13
507,507,6.32883,50.215607,13
508,508,6.32883,50.215607,13
509,509,6.32883,50.215607,13
510,510,6.32883,50.215607,13
511,511,6.32883,50.215607,13
512,512,6.32883,50.215607,13
513,513,6.32883,50.215607,13
514,514,6.32883,50.215607,13
515,515,6.32883,50.215607,13
516,516,6.32883,50.215607,13
517,517,6.32883,50.215607,13
518,518,6.32883,50.215607,13
519,519,6.32883,50.215607,13
520,520,6.32883,50.215607,13
521,521,6.32883,50.215607,13
522,522,6.32883,50.215607,13
523,523,6.32883,50.215607,13
524,524,6.32883,50.215607,13
525,525,6.32883,50.215607,13
526,526,6.32883,50.215607,13
527,527,6.32883,50.215607,13
528,528,6.32883,50.215607,13
529,529,6.32883,50.215607,13
530,530,6.32883,50.215607,13
531,531,6.32883,50.215607,13
532,532,6.32883,50.215607,13
533,533,6.32883,50.215607,13
534,534,6.32883,50.215607,13
535,535,6.32883,50.215607,13
536,536,6.266865,50.595878,15
537,537,6.266865,50.595878,15
538,538,6.266865,50.595878,15
539,539,6.266865,50.595878,15
540,540,6.266865,50.595878,15
541,541,6.266865,50.595878,15
542,542,6.266865,50.595878,15
543,543,6.266865,50.595878,15
544,544,6.266865,50.595878,15
545,545,6.266865,50.595878,15
546,546,6.266865,50.595878,15
547,547,6.266865,50.595878,15
548,548,6.266865,50.595878,15
549,549,6.266865,50.595878,15
550,550,6.266865,50.595878,15
551,551,6.266865,50.595878,15
552,552,6.266865,50.595878,15
553,553,6.266865,50.595878,15
554,554,6.266865,50.595878,15
555,555,6.266865,50.595878,15
556,556,6.270098,50.70178,15
557,557,6.270098,50.70178,15
558,558,6.270098,50.70178,15
559,559,6.270098,50.70178,15
560,560,6.270098,50.70178,15
561,561,6.270098,50.70178,15
562,562,6.270098,50.70178,15
563,563,6.270098,50.70178,15
564,564,6.270098,50.70178,15
565,565,6.270098,50.70178,15
566,566,6.833255,51.541882,14
567,567,6.833255,51.541882,14
568,568,6.833255,51.541882,14
569,569,6.833255,51.541882,14
570,570,6.833255,51.541882,14
571,571,6.833255,51.541882,14
572,572,6.833255,51.541882,14
573,573,6.995988,51.403281,13
574,574,6.888018,50.009568,14
575,575,6.888018,50.009568,14
576,576,6.232078,50.746724,15
577,577,6.232078,50.746724,15
578,578,6.232078,50.746724,15
579,579,6.232078,50.746724,15
580,580,6.232078,50.746724,15
581,581,6.232078,50.746724,15
582,582,6.232078,50.746724,15
583,583,6.366389,50.747071,15
584,584,6.323306,50.726667,15
585,585,6.323306,50.726667,15
586,586,6.323306,50.726667,15
587,587,6.323306,50.726667,15
588,588,6.968945,51.431025,13
589,589,6.968945,51.431025,13
590,590,7.168684,51.247764,15
591,591,7.168684,51.247764,15
592,592,6.412117,50.684688,16
593,593,6.412117,50.684688,16
594,594,6.244127,50.011122,13
595,595,6.244127,50.011122,13
596,596,6.244127,50.011122,13
597,597,6.244127,50.011122,13
598,598,6.36698,50.23799,13
599,599,6.36698,50.23799,13
600,600,6.36698,50.23799,13
601,601,6.36698,50.23799,13
602,602,6.36698,50.23799,13
603,603,6.36698,50.23799,13
604,604,6.36698,50.23799,13
605,605,6.36698,50.23799,13
606,606,6.36698,50.23799,13
607,607,6.36698,50.23799,13
608,608,6.36698,50.23799,13
609,609,6.36698,50.23799,13
610,610,6.36698,50.23799,13
611,611,6.36698,50.23799,13
612,612,6.36698,50.23799,13
613,613,6.36698,50.23799,13
614,614,6.36698,50.23799,13
615,615,6.36698,50.23799,13
616,616,6.36698,50.23799,13
617,617,6.36698,50.23799,13
618,618,6.36698,50.23799,13
619,619,6.36698,50.23799,13
620,620,6.36698,50.23799,13
621,621,6.292036,50.548397,15
622,622,6.292036,50.548397,15
623,623,6.359268,50.266312,13
624,624,6.324636,50.779818,15
625,625,6.324636,50.779818,15
626,626,6.324636,50.779818,15
627,627,6.324636,50.779818,15
628,628,6.324636,50.779818,15
629,629,6.324636,50.779818,15
630,630,6.324636,50.779818,15
631,631,6.324636,50.779818,15
632,632,7.272145,51.443396,13
633,633,7.272145,51.443396,13
634,634,6.43618,50.55541,16
635,635,6.43618,50.55541,16
636,636,6.43618,50.55541,16
637,637,6.43618,50.55541,16
638,638,6.43618,50.55541,16
639,639,6.43618,50.55541,16
640,640,6.43618,50.55541,16
641,641,6.43618,50.55541,16
642,642,6.43618,50.55541,16
643,643,6.43618,50.55541,16
644,644,6.43618,50.55541,16
645,645,6.43618,50.55541,16
646,646,6.43618,50.55541,16
647,647,6.43618,50.55541,16
648,648,6.43618,50.55541,16
649,649,6.43618,50.55541,16
650,650,6.43618,50.55541,16
651,651,6.43618,50.55541,16
652,652,6.43618,50.55541,16
653,653,6.431563,50.073109,14
654,654,6.431563,50.073109,14
655,655,6.371654,50.764144,15
656,656,6.371654,50.764144,15
657,657,6.371654,50.764144,15
658,658,6.371654,50.764144,15
659,659,6.371654,50.764144,15
660,660,6.371654,50.764144,15
661,661,6.366387,50.747069,15
662,662,6.366387,50.747069,15
663,663,6.366387,50.747069,15
664,664,6.366387,50.747069,15
665,665,6.366387,50.747069,15
666,666,6.366387,50.747069,15
667,667,6.366387,50.747069,15
668,668,6.366387,50.747069,15
669,669,6.366387,50.747069,15
670,670,6.366387,50.747069,15
671,671,6.366387,50.747069,15
672,672,6.366387,50.747069,15
673,673,6.366387,50.747069,15
674,674,6.366387,50.747069,15
675,675,6.366387,50.747069,15
676,676,6.366387,50.747069,15
677,677,6.366387,50.747069,15
678,678,6.366387,50.747069,15
679,679,6.366387,50.747069,15
680,680,6.366387,50.747069,15
681,681,6.366387,50.747069,15
682,682,6.366387,50.747069,15
683,683,6.366387,50.747069,15
684,684,6.366387,50.747069,15
685,685,6.366387,50.747069,15
686,686,6.366387,50.747069,15
687,687,6.366387,50.747069,15
688,688,6.366387,50.747069,15
689,689,6.366387,50.747069,15
690,690,6.366387,50.747069,15
691,691,6.366387,50.747069,15
692,692,6.366387,50.747069,15
693,693,6.366387,50.747069,15
694,694,6.366387,50.747069,15
695,695,6.366387,50.747069,15
696,696,6.448138,49.856404,14
697,697,6.345695,50.717116,15
698,698,6.345695,50.717116,15
699,699,6.345695,50.717116,15
700,700,6.345695,50.717116,15
701,701,6.345695,50.717116,15
702,702,6.345695,50.717116,15
703,703,6.345695,50.717116,15
704,704,6.345695,50.717116,15
705,705,6.345695,50.717116,15
706,706,6.345695,50.717116,15
707,707,6.345695,50.717116,15
708,708,6.345695,50.717116,15
709,709,6.345695,50.717116,15
710,710,6.345695,50.717116,15
711,711,6.345695,50.717116,15
712,712,6.345695,50.717116,15
713,713,6.345695,50.717116,15
714,714,6.345695,50.717116,15
715,715,6.345695,50.717116,15
716,716,6.345695,50.717116,15
717,717,6.345695,50.717116,15
718,718,6.345695,50.717116,15
719,719,6.345695,50.717116,15
720,720,6.345695,50.717116,15
721,721,6.345695,50.717116,15
722,722,6.345695,50.717116,15
723,723,6.345695,50.717116,15
724,724,6.345695,50.717116,15
725,725,6.345695,50.717116,15
726,726,6.345695,50.717116,15
727,727,6.995988,51.403281,13
728,728,6.434867,50.225602,13
729,729,6.389539,49.845261,14
730,730,6.389539,49.845261,14
731,731,6.389539,49.845261,14
732,732,6.389539,49.845261,14
733,733,6.389539,49.845261,14
734,734,6.389539,49.845261,14
735,735,6.389539,49.845261,14
736,736,6.389539,49.845261,14
737,737,6.389539,49.845261,14
738,738,6.389539,49.845261,14
739,739,6.243511,49.902448,13
740,740,6.243511,49.902448,13
741,741,6.243511,49.902448,13
742,742,6.3220121,50.7576781,15
743,743,6.494605,50.619605,16
744,744,6.494605,50.619605,16
745,745,6.494605,50.619605,16
746,746,6.494605,50.619605,16
747,747,6.494605,50.619605,16
748,748,6.494605,50.619605,16
749,749,6.494605,50.619605,16
750,750,6.494605,50.619605,16
751,751,6.494605,50.619605,16
752,752,6.371654,50.764144,15
753,753,6.371654,50.764144,15
754,754,6.251198,50.095486,13
755,755,8.678889,49.869167,15
756,756,6.230209,50.672648,15
757,757,6.230209,50.672648,15
758,758,6.230209,50.672648,15
759,759,6.230209,50.672648,15
760,760,6.230209,50.672648,15
761,761,6.230209,50.672648,15
762,762,6.230209,50.672648,15
763,763,6.230209,50.672648,15
764,764,6.230209,50.672648,15
765,765,6.230209,50.672648,15
766,766,6.230209,50.672648,15
767,767,6.230209,50.672648,15
768,768,6.230209,50.672648,15
769,769,6.230209,50.672648,15
770,770,6.230209,50.672648,15
771,771,6.230209,50.672648,15
772,772,6.230209,50.672648,15
773,773,6.230209,50.672648,15
774,774,6.230209,50.672648,15
775,775,6.230209,50.672648,15
776,776,6.292036,50.548397,15
777,777,6.292036,50.548397,15
778,778,6.292036,50.548397,15
779,779,7.257333,51.437,13
780,780,7.257333,51.437,13
781,781,7.257333,51.437,13
782,782,7.257333,51.437,13
783,783,7.257333,51.437,13
784,784,7.257333,51.437,13
785,785,7.257333,51.437,13
786,786,7.257333,51.437,13
787,787,6.326625,49.849103,14
788,788,6.396523,50.23944,13
789,789,6.401072,50.574681,16
790,790,6.321338,50.756932,15
791,791,6.321338,50.756932,15
792,792,6.321338,50.756932,15
793,793,6.968945,51.431025,13
794,794,6.968945,51.431025,13
795,795,6.968945,51.431025,13
796,796,6.968945,51.431025,13
797,797,6.968945,51.431025,13
798,798,6.968945,51.431025,13
799,799,6.968945,51.431025,13
800,800,6.292373,50.278656,13
801,801,6.323306,50.726667,15
802,802,6.323306,50.726667,15
803,803,6.280058,50.113526,13
804,804,6.280058,50.113526,13
805,805,6.280058,50.113526,13
806,806,6.280058,50.113526,13
807,807,6.280058,50.113526,13
808,808,6.280058,50.113526,13
809,809,6.280058,50.113526,13
810,810,6.280058,50.113526,13
811,811,6.280058,50.113526,13
812,812,6.280058,50.113526,13
813,813,6.280058,50.113526,13
814,814,6.280058,50.113526,13
815,815,6.280058,50.113526,13
816,816,6.280058,50.113526,13
817,817,6.280058,50.113526,13
818,818,6.280058,50.113526,13
819,819,6.280058,50.113526,13
820,820,6.280058,50.113526,13
821,821,6.280058,50.113526,13
822,822,6.280058,50.113526,13
823,823,6.280058,50.113526,13
824,824,6.280058,50.113526,13
825,825,7.126877,51.401582,13
826,826,7.126877,51.401582,13
827,827,7.126877,51.401582,13
828,828,6.359651,50.735089,15
829,829,6.359651,50.735089,15
830,830,6.359651,50.735089,15
831,831,6.359651,50.735089,15
832,832,6.359651,50.735089,15
833,833,6.359651,50.735089,15
834,834,6.359651,50.735089,15
835,835,6.295323,50.509209,15
836,836,6.295323,50.509209,15
837,837,6.295323,50.509209,15
838,838,6.295323,50.509209,15
839,839,6.295323,50.509209,15
840,840,6.295323,50.509209,15
841,841,6.295323,50.509209,15
842,842,6.295323,50.509209,15
843,843,6.295323,50.509209,15
844,844,6.295323,50.509209,15
845,845,6.295323,50.509209,15
846,846,6.295323,50.509209,15
847,847,6.295323,50.509209,15
848,848,6.295323,50.509209,15
849,849,6.295323,50.509209,15
850,850,6.295323,50.509209,15
851,851,6.295323,50.509209,15
852,852,6.295323,50.509209,15
853,853,6.295323,50.509209,15
854,854,6.295323,50.509209,15
855,855,6.295323,50.509209,15
856,856,6.295323,50.509209,15
857,857,6.295323,50.509209,15
858,858,6.295323,50.509209,15
859,859,6.295323,50.509209,15
860,860,6.295323,50.509209,15
861,861,6.295323,50.509209,15
862,862,6.295323,50.509209,15
863,863,6.295323,50.509209,15
864,864,6.295323,50.509209,15
865,865,6.345695,50.717116,15
866,866,6.345695,50.717116,15
867,867,6.345695,50.717116,15
868,868,6.345695,50.717116,15
869,869,6.345695,50.717116,15
