fid,L1,Lon,Lat,iucn_rwr1
1,1,5.719057,50.549875,0.0042121
2,2,4.407116,50.087187,0.00483463
3,3,4.923994,50.406823,0.0038853
4,4,5.690341,50.700243,0.0042121
5,5,5.690341,50.700243,0.0042121
6,6,4.780233,50.404263,0.0038853
7,7,5.794612,50.415491,0.0042121
8,8,4.21608,51.000457,0.00298293
9,9,4.21608,51.000457,0.00298293
10,10,4.21608,51.000457,0.00298293
11,11,3.703245,50.807351,0.00369078
12,12,3.703245,50.807351,0.00369078
13,13,3.703245,50.807351,0.00369078
14,14,4.89063,50.216981,0.00380264
15,15,5.52347,50.50957,0.0038853
16,16,6.089526,50.624164,0.00516997
17,17,5.33748,50.514141,0.0038853
18,18,4.956019,50.2158,0.00380264
19,19,4.956019,50.2158,0.00380264
20,20,4.53146,50.59676,0.0038853
21,21,5.020961,50.413149,0.0038853
22,22,5.330764,50.565628,0.0038853
23,23,3.761597,50.778471,0.00369078
24,24,3.761597,50.778471,0.00369078
25,25,3.761597,50.778471,0.00369078
26,26,4.276578,50.703969,0.00298293
27,27,4.276578,50.703969,0.00298293
28,28,4.276578,50.703969,0.00298293
29,29,4.849232,50.202162,0.00380264
30,30,3.73047,50.946999,0.00369078
31,31,3.73047,50.946999,0.00369078
32,32,3.73047,50.946999,0.00369078
33,33,4.962908,50.335364,0.00380264
34,34,5.195327,50.492792,0.0038853
35,35,5.195327,50.492792,0.0038853
36,36,5.261291,50.155227,0.00380264
37,37,4.839672,50.936207,0.0042121
38,38,4.839672,50.936207,0.0042121
39,39,4.839672,50.936207,0.0042121
40,40,3.495953,50.760972,0.00369078
41,41,3.495953,50.760972,0.00369078
42,42,3.495953,50.760972,0.00369078
43,43,5.584746,50.584708,0.0038853
44,44,5.657861,50.651058,0.0042121
45,45,4.95521,50.492301,0.0038853
46,46,4.95521,50.492301,0.0038853
47,47,5.729159,49.825593,0.00419038
48,48,3.724506,50.957724,0.00369078
49,49,3.724506,50.957724,0.00369078
50,50,3.724506,50.957724,0.00369078
51,51,5.74459,50.46889,0.0042121
52,52,5.74459,50.46889,0.0042121
53,53,5.74459,50.46889,0.0042121
54,54,5.74459,50.46889,0.0042121
55,55,5.769036971,50.582561,0.0042121
56,56,3.954857,50.64458,0.00380264
57,57,4.59534,50.67638,0.0038853
58,58,3.906544,50.977754,0.00264058
59,59,3.906544,50.977754,0.00264058
60,60,3.906544,50.977754,0.00264058
61,61,3.936635,50.769532,0.00369078
62,62,3.936635,50.769532,0.00369078
63,63,3.936635,50.769532,0.00369078
64,64,6.103064,50.45155,0.00516997
65,65,5.22195,50.17741,0.00380264
66,66,5.542909,50.594909,0.0038853
67,67,5.825166,50.528162,0.0042121
68,68,5.782921,50.54141,0.0042121
69,69,5.247461,50.56712,0.0038853
70,70,9.002659,46.159648,0.01120627
71,71,9.002659,46.159648,0.01120627
72,72,9.002659,46.159648,0.01120627
73,73,9.002659,46.159648,0.01120627
74,74,9.002659,46.159648,0.01120627
75,75,9.002659,46.159648,0.01120627
76,76,9.002659,46.159648,0.01120627
77,77,9.002659,46.159648,0.01120627
78,78,9.002659,46.159648,0.01120627
79,79,9.002659,46.159648,0.01120627
80,80,9.002659,46.159648,0.01120627
81,81,9.002659,46.159648,0.01120627
82,82,9.002659,46.159648,0.01120627
83,83,9.002659,46.159648,0.01120627
84,84,9.002659,46.159648,0.01120627
85,85,9.002659,46.159648,0.01120627
86,86,9.002659,46.159648,0.01120627
87,87,9.002659,46.159648,0.01120627
88,88,9.002659,46.159648,0.01120627
89,89,9.002659,46.159648,0.01120627
90,90,9.002659,46.159648,0.01120627
91,91,9.002659,46.159648,0.01120627
92,92,9.002659,46.159648,0.01120627
93,93,9.002659,46.159648,0.01120627
94,94,9.002659,46.159648,0.01120627
95,95,9.002659,46.159648,0.01120627
96,96,9.002659,46.159648,0.01120627
97,97,9.002659,46.159648,0.01120627
98,98,9.028099,45.927315,0.01120627
99,99,9.028099,45.927315,0.01120627
100,100,9.028099,45.927315,0.01120627
101,101,9.028099,45.927315,0.01120627
102,102,9.002659,46.159648,0.01120627
103,103,9.002659,46.159648,0.01120627
104,104,9.002659,46.159648,0.01120627
105,105,8.741555,46.174407,0.01120627
106,106,8.741555,46.174407,0.01120627
107,107,8.741555,46.174407,0.01120627
108,108,8.741555,46.174407,0.01120627
109,109,9.002659,46.159648,0.01120627
110,110,9.002659,46.159648,0.01120627
111,111,9.002659,46.159648,0.01120627
112,112,9.002659,46.159648,0.01120627
113,113,9.002659,46.159648,0.01120627
114,114,9.002659,46.159648,0.01120627
115,115,9.002659,46.159648,0.01120627
116,116,9.002659,46.159648,0.01120627
117,117,9.002659,46.159648,0.01120627
118,118,9.002659,46.159648,0.01120627
119,119,9.002659,46.159648,0.01120627
120,120,9.002659,46.159648,0.01120627
121,121,9.002659,46.159648,0.01120627
122,122,9.002659,46.159648,0.01120627
123,123,9.002659,46.159648,0.01120627
124,124,9.002659,46.159648,0.01120627
125,125,9.002659,46.159648,0.01120627
126,126,9.002659,46.159648,0.01120627
127,127,9.002659,46.159648,0.01120627
128,128,9.002659,46.159648,0.01120627
129,129,9.002659,46.159648,0.01120627
130,130,9.002659,46.159648,0.01120627
131,131,9.002659,46.159648,0.01120627
132,132,9.002659,46.159648,0.01120627
133,133,9.002659,46.159648,0.01120627
134,134,9.002659,46.159648,0.01120627
135,135,9.002659,46.159648,0.01120627
136,136,9.002659,46.159648,0.01120627
137,137,9.002659,46.159648,0.01120627
138,138,9.002659,46.159648,0.01120627
139,139,9.002659,46.159648,0.01120627
140,140,9.002659,46.159648,0.01120627
141,141,9.002659,46.159648,0.01120627
142,142,9.002659,46.159648,0.01120627
143,143,9.002659,46.159648,0.01120627
144,144,9.002659,46.159648,0.01120627
145,145,9.002659,46.159648,0.01120627
146,146,9.002659,46.159648,0.01120627
147,147,9.002659,46.159648,0.01120627
148,148,9.002659,46.159648,0.01120627
149,149,9.002659,46.159648,0.01120627
150,150,9.002659,46.159648,0.01120627
151,151,9.002659,46.159648,0.01120627
152,152,9.002659,46.159648,0.01120627
153,153,9.002659,46.159648,0.01120627
154,154,9.002659,46.159648,0.01120627
155,155,9.002659,46.159648,0.01120627
156,156,9.002659,46.159648,0.01120627
157,157,9.002659,46.159648,0.01120627
158,158,9.002659,46.159648,0.01120627
159,159,9.002659,46.159648,0.01120627
160,160,9.002659,46.159648,0.01120627
161,161,9.002659,46.159648,0.01120627
162,162,9.002659,46.159648,0.01120627
163,163,9.002659,46.159648,0.01120627
164,164,9.002659,46.159648,0.01120627
165,165,9.002659,46.159648,0.01120627
166,166,9.002659,46.159648,0.01120627
167,167,9.002659,46.159648,0.01120627
168,168,9.002659,46.159648,0.01120627
169,169,9.002659,46.159648,0.01120627
170,170,9.002659,46.159648,0.01120627
171,171,9.002659,46.159648,0.01120627
172,172,9.002659,46.159648,0.01120627
173,173,9.002659,46.159648,0.01120627
174,174,9.002659,46.159648,0.01120627
175,175,9.002659,46.159648,0.01120627
176,176,9.002659,46.159648,0.01120627
177,177,9.002659,46.159648,0.01120627
178,178,9.002659,46.159648,0.01120627
179,179,9.002659,46.159648,0.01120627
180,180,9.002659,46.159648,0.01120627
181,181,9.002659,46.159648,0.01120627
182,182,9.002659,46.159648,0.01120627
183,183,9.002659,46.159648,0.01120627
184,184,9.002659,46.159648,0.01120627
185,185,9.002659,46.159648,0.01120627
186,186,9.002659,46.159648,0.01120627
187,187,9.002659,46.159648,0.01120627
188,188,9.002659,46.159648,0.01120627
189,189,9.002659,46.159648,0.01120627
190,190,9.002659,46.159648,0.01120627
191,191,9.002659,46.159648,0.01120627
192,192,9.002659,46.159648,0.01120627
193,193,9.002659,46.159648,0.01120627
194,194,9.002659,46.159648,0.01120627
195,195,9.002659,46.159648,0.01120627
196,196,9.002659,46.159648,0.01120627
197,197,9.002659,46.159648,0.01120627
198,198,9.002659,46.159648,0.01120627
199,199,9.002659,46.159648,0.01120627
200,200,9.002659,46.159648,0.01120627
201,201,9.002659,46.159648,0.01120627
202,202,9.002659,46.159648,0.01120627
203,203,9.002659,46.159648,0.01120627
204,204,9.002659,46.159648,0.01120627
205,205,9.002659,46.159648,0.01120627
206,206,9.002659,46.159648,0.01120627
207,207,9.002659,46.159648,0.01120627
208,208,9.002659,46.159648,0.01120627
209,209,9.002659,46.159648,0.01120627
210,210,9.002659,46.159648,0.01120627
211,211,9.002659,46.159648,0.01120627
212,212,9.002659,46.159648,0.01120627
213,213,9.002659,46.159648,0.01120627
214,214,9.002659,46.159648,0.01120627
215,215,9.002659,46.159648,0.01120627
216,216,9.002659,46.159648,0.01120627
217,217,9.002659,46.159648,0.01120627
218,218,9.002659,46.159648,0.01120627
219,219,9.002659,46.159648,0.01120627
220,220,9.002659,46.159648,0.01120627
221,221,9.002659,46.159648,0.01120627
222,222,9.002659,46.159648,0.01120627
223,223,9.002659,46.159648,0.01120627
224,224,9.002659,46.159648,0.01120627
225,225,9.002659,46.159648,0.01120627
226,226,9.002659,46.159648,0.01120627
227,227,9.002659,46.159648,0.01120627
228,228,9.002659,46.159648,0.01120627
229,229,9.002659,46.159648,0.01120627
230,230,9.002659,46.159648,0.01120627
231,231,9.002659,46.159648,0.01120627
232,232,9.002659,46.159648,0.01120627
233,233,9.002659,46.159648,0.01120627
234,234,9.002659,46.159648,0.01120627
235,235,9.002659,46.159648,0.01120627
236,236,9.002659,46.159648,0.01120627
237,237,9.002659,46.159648,0.01120627
238,238,9.002659,46.159648,0.01120627
239,239,9.002659,46.159648,0.01120627
240,240,9.002659,46.159648,0.01120627
241,241,9.002659,46.159648,0.01120627
242,242,9.002659,46.159648,0.01120627
243,243,9.002659,46.159648,0.01120627
244,244,9.002659,46.159648,0.01120627
245,245,9.002659,46.159648,0.01120627
246,246,9.002659,46.159648,0.01120627
247,247,9.002659,46.159648,0.01120627
248,248,9.002659,46.159648,0.01120627
249,249,9.002659,46.159648,0.01120627
250,250,9.002659,46.159648,0.01120627
251,251,9.002659,46.159648,0.01120627
252,252,9.002659,46.159648,0.01120627
253,253,9.002659,46.159648,0.01120627
254,254,9.002659,46.159648,0.01120627
255,255,9.002659,46.159648,0.01120627
256,256,9.002659,46.159648,0.01120627
257,257,9.002659,46.159648,0.01120627
258,258,9.002659,46.159648,0.01120627
259,259,9.002659,46.159648,0.01120627
260,260,9.002659,46.159648,0.01120627
261,261,9.002659,46.159648,0.01120627
262,262,9.002659,46.159648,0.01120627
263,263,9.002659,46.159648,0.01120627
264,264,9.002659,46.159648,0.01120627
265,265,9.002659,46.159648,0.01120627
266,266,9.002659,46.159648,0.01120627
267,267,9.002659,46.159648,0.01120627
268,268,9.002659,46.159648,0.01120627
269,269,9.002659,46.159648,0.01120627
270,270,9.002659,46.159648,0.01120627
271,271,9.002659,46.159648,0.01120627
272,272,9.002659,46.159648,0.01120627
273,273,9.002659,46.159648,0.01120627
274,274,9.002659,46.159648,0.01120627
275,275,9.002659,46.159648,0.01120627
276,276,9.002659,46.159648,0.01120627
277,277,9.002659,46.159648,0.01120627
278,278,8.7741,46.274131,0.01120627
279,279,8.7741,46.274131,0.01120627
280,280,8.7741,46.274131,0.01120627
281,281,8.7741,46.274131,0.01120627
282,282,8.7741,46.274131,0.01120627
283,283,8.7741,46.274131,0.01120627
284,284,8.7741,46.274131,0.01120627
285,285,8.7741,46.274131,0.01120627
286,286,8.7741,46.274131,0.01120627
287,287,8.7741,46.274131,0.01120627
288,288,9.002659,46.159648,0.01120627
289,289,9.002659,46.159648,0.01120627
290,290,9.002659,46.159648,0.01120627
291,291,9.002659,46.159648,0.01120627
292,292,9.002659,46.159648,0.01120627
293,293,9.002659,46.159648,0.01120627
294,294,9.002659,46.159648,0.01120627
295,295,9.028099,45.927315,0.01120627
296,296,9.028099,45.927315,0.01120627
297,297,9.028099,45.927315,0.01120627
298,298,9.028099,45.927315,0.01120627
299,299,9.028099,45.927315,0.01120627
300,300,9.028099,45.927315,0.01120627
301,301,9.028099,45.927315,0.01120627
302,302,9.028099,45.927315,0.01120627
303,303,9.028099,45.927315,0.01120627
304,304,9.028099,45.927315,0.01120627
305,305,9.028099,45.927315,0.01120627
306,306,9.028099,45.927315,0.01120627
307,307,9.028099,45.927315,0.01120627
308,308,9.028099,45.927315,0.01120627
309,309,8.741555,46.174407,0.01120627
310,310,8.741555,46.174407,0.01120627
311,311,8.741555,46.174407,0.01120627
312,312,8.741555,46.174407,0.01120627
313,313,8.741555,46.174407,0.01120627
314,314,8.741555,46.174407,0.01120627
315,315,8.741555,46.174407,0.01120627
316,316,8.741555,46.174407,0.01120627
317,317,8.741555,46.174407,0.01120627
318,318,8.741555,46.174407,0.01120627
319,319,9.002659,46.159648,0.01120627
320,320,9.002659,46.159648,0.01120627
321,321,9.002659,46.159648,0.01120627
322,322,9.002659,46.159648,0.01120627
323,323,9.002659,46.159648,0.01120627
324,324,9.002659,46.159648,0.01120627
325,325,9.002659,46.159648,0.01120627
326,326,9.002659,46.159648,0.01120627
327,327,9.002659,46.159648,0.01120627
328,328,9.002659,46.159648,0.01120627
329,329,9.002659,46.159648,0.01120627
330,330,9.002659,46.159648,0.01120627
331,331,9.002659,46.159648,0.01120627
332,332,9.002659,46.159648,0.01120627
333,333,9.002659,46.159648,0.01120627
334,334,9.002659,46.159648,0.01120627
335,335,6.167827,51.099426,0.00538287
336,336,6.167827,51.099426,0.00538287
337,337,6.167827,51.099426,0.00538287
338,338,6.167827,51.099426,0.00538287
339,339,6.167827,51.099426,0.00538287
340,340,6.167827,51.099426,0.00538287
341,341,6.167827,51.099426,0.00538287
342,342,6.167827,51.099426,0.00538287
343,343,6.366395,50.747077,0.00516997
344,344,9.299841,49.314267,0.00450969
345,345,9.299841,49.314267,0.00450969
346,346,9.299841,49.314267,0.00450969
347,347,9.299841,49.314267,0.00450969
348,348,6.359245,50.266289,0.00469956
349,349,7.043988,51.413459,0.0042121
350,350,7.043988,51.413459,0.0042121
351,351,7.043988,51.413459,0.0042121
352,352,7.043988,51.413459,0.0042121
353,353,7.043988,51.413459,0.0042121
354,354,7.043988,51.413459,0.0042121
355,355,7.043988,51.413459,0.0042121
356,356,7.043988,51.413459,0.0042121
357,357,7.043988,51.413459,0.0042121
358,358,7.043988,51.413459,0.0042121
359,359,7.043988,51.413459,0.0042121
360,360,7.043988,51.413459,0.0042121
361,361,7.423111,51.439667,0.0042121
362,362,7.250944,51.418056,0.0042121
363,363,7.250944,51.418056,0.0042121
364,364,7.250944,51.418056,0.0042121
365,365,7.250944,51.418056,0.0042121
366,366,6.279368,50.562297,0.00516997
367,367,7.257333,51.437,0.0042121
368,368,7.257333,51.437,0.0042121
369,369,7.257333,51.437,0.0042121
370,370,6.307838,50.75414,0.00516997
371,371,6.307838,50.75414,0.00516997
372,372,6.307838,50.75414,0.00516997
373,373,6.307838,50.75414,0.00516997
374,374,6.307838,50.75414,0.00516997
375,375,6.307838,50.75414,0.00516997
376,376,6.307838,50.75414,0.00516997
377,377,6.307838,50.75414,0.00516997
378,378,6.307838,50.75414,0.00516997
379,379,6.307838,50.75414,0.00516997
380,380,6.307838,50.75414,0.00516997
381,381,6.307838,50.75414,0.00516997
382,382,6.307838,50.75414,0.00516997
383,383,6.307838,50.75414,0.00516997
384,384,6.307838,50.75414,0.00516997
385,385,6.307838,50.75414,0.00516997
386,386,6.307838,50.75414,0.00516997
387,387,6.307838,50.75414,0.00516997
388,388,6.307838,50.75414,0.00516997
389,389,6.307838,50.75414,0.00516997
390,390,6.307838,50.75414,0.00516997
391,391,6.307838,50.75414,0.00516997
392,392,6.307838,50.75414,0.00516997
393,393,6.307838,50.75414,0.00516997
394,394,6.338427,49.880861,0.00491246
395,395,6.338427,49.880861,0.00491246
396,396,6.338427,49.880861,0.00491246
397,397,6.338427,49.880861,0.00491246
398,398,6.338427,49.880861,0.00491246
399,399,6.338427,49.880861,0.00491246
400,400,6.338427,49.880861,0.00491246
401,401,6.359651,50.735089,0.00516997
402,402,6.359651,50.735089,0.00516997
403,403,6.359651,50.735089,0.00516997
404,404,6.359651,50.735089,0.00516997
405,405,6.359651,50.735089,0.00516997
406,406,6.359651,50.735089,0.00516997
407,407,6.359651,50.735089,0.00516997
408,408,6.359651,50.735089,0.00516997
409,409,6.359651,50.735089,0.00516997
410,410,6.359651,50.735089,0.00516997
411,411,6.359651,50.735089,0.00516997
412,412,6.359651,50.735089,0.00516997
413,413,6.359651,50.735089,0.00516997
414,414,6.359651,50.735089,0.00516997
415,415,6.359651,50.735089,0.00516997
416,416,6.359651,50.735089,0.00516997
417,417,6.359651,50.735089,0.00516997
418,418,6.359651,50.735089,0.00516997
419,419,6.359651,50.735089,0.00516997
420,420,6.359651,50.735089,0.00516997
421,421,6.359651,50.735089,0.00516997
422,422,6.359651,50.735089,0.00516997
423,423,6.359651,50.735089,0.00516997
424,424,6.359651,50.735089,0.00516997
425,425,6.359651,50.735089,0.00516997
426,426,6.359651,50.735089,0.00516997
427,427,6.359651,50.735089,0.00516997
428,428,6.359651,50.735089,0.00516997
429,429,6.359651,50.735089,0.00516997
430,430,6.995988,51.403281,0.0042121
431,431,6.995988,51.403281,0.0042121
432,432,6.995988,51.403281,0.0042121
433,433,6.995988,51.403281,0.0042121
434,434,6.995988,51.403281,0.0042121
435,435,6.995988,51.403281,0.0042121
436,436,6.995988,51.403281,0.0042121
437,437,6.448138,49.856404,0.00491246
438,438,6.448138,49.856404,0.00491246
439,439,6.448138,49.856404,0.00491246
440,440,6.448138,49.856404,0.00491246
441,441,6.294149,50.735368,0.00516997
442,442,6.294149,50.735368,0.00516997
443,443,6.294149,50.735368,0.00516997
444,444,6.294149,50.735368,0.00516997
445,445,6.294149,50.735368,0.00516997
446,446,6.294149,50.735368,0.00516997
447,447,6.294149,50.735368,0.00516997
448,448,6.294149,50.735368,0.00516997
449,449,6.294149,50.735368,0.00516997
450,450,6.294149,50.735368,0.00516997
451,451,6.787115,50.525597,0.00538287
452,452,6.787115,50.525597,0.00538287
453,453,6.787115,50.525597,0.00538287
454,454,6.787115,50.525597,0.00538287
455,455,6.787115,50.525597,0.00538287
456,456,6.787115,50.525597,0.00538287
457,457,6.787115,50.525597,0.00538287
458,458,6.787115,50.525597,0.00538287
459,459,6.787115,50.525597,0.00538287
460,460,6.787115,50.525597,0.00538287
461,461,6.787115,50.525597,0.00538287
462,462,6.787115,50.525597,0.00538287
463,463,6.787115,50.525597,0.00538287
464,464,6.787115,50.525597,0.00538287
465,465,6.787115,50.525597,0.00538287
466,466,6.787115,50.525597,0.00538287
467,467,6.787115,50.525597,0.00538287
468,468,6.787115,50.525597,0.00538287
469,469,6.787115,50.525597,0.00538287
470,470,6.366387,50.747069,0.00516997
471,471,6.366387,50.747069,0.00516997
472,472,6.366387,50.747069,0.00516997
473,473,6.366387,50.747069,0.00516997
474,474,6.366387,50.747069,0.00516997
475,475,6.366387,50.747069,0.00516997
476,476,6.366387,50.747069,0.00516997
477,477,6.366387,50.747069,0.00516997
478,478,6.366387,50.747069,0.00516997
479,479,6.366387,50.747069,0.00516997
480,480,6.366387,50.747069,0.00516997
481,481,6.366387,50.747069,0.00516997
482,482,6.366387,50.747069,0.00516997
483,483,6.366387,50.747069,0.00516997
484,484,6.366387,50.747069,0.00516997
485,485,6.366387,50.747069,0.00516997
486,486,6.366387,50.747069,0.00516997
487,487,6.366387,50.747069,0.00516997
488,488,6.366387,50.747069,0.00516997
489,489,6.366387,50.747069,0.00516997
490,490,6.366387,50.747069,0.00516997
491,491,6.366387,50.747069,0.00516997
492,492,6.366387,50.747069,0.00516997
493,493,6.366387,50.747069,0.00516997
494,494,6.366387,50.747069,0.00516997
495,495,6.366387,50.747069,0.00516997
496,496,6.366387,50.747069,0.00516997
497,497,6.366387,50.747069,0.00516997
498,498,6.366387,50.747069,0.00516997
499,499,6.366387,50.747069,0.00516997
500,500,6.366387,50.747069,0.00516997
501,501,7.387315,51.429405,0.0042121
502,502,7.387315,51.429405,0.0042121
503,503,6.32883,50.215607,0.0042121
504,504,6.32883,50.215607,0.0042121
505,505,6.32883,50.215607,0.0042121
506,506,6.32883,50.215607,0.0042121
507,507,6.32883,50.215607,0.0042121
508,508,6.32883,50.215607,0.0042121
509,509,6.32883,50.215607,0.0042121
510,510,6.32883,50.215607,0.0042121
511,511,6.32883,50.215607,0.0042121
512,512,6.32883,50.215607,0.0042121
513,513,6.32883,50.215607,0.0042121
514,514,6.32883,50.215607,0.0042121
515,515,6.32883,50.215607,0.0042121
516,516,6.32883,50.215607,0.0042121
517,517,6.32883,50.215607,0.0042121
518,518,6.32883,50.215607,0.0042121
519,519,6.32883,50.215607,0.0042121
520,520,6.32883,50.215607,0.0042121
521,521,6.32883,50.215607,0.0042121
522,522,6.32883,50.215607,0.0042121
523,523,6.32883,50.215607,0.0042121
524,524,6.32883,50.215607,0.0042121
525,525,6.32883,50.215607,0.0042121
526,526,6.32883,50.215607,0.0042121
527,527,6.32883,50.215607,0.0042121
528,528,6.32883,50.215607,0.0042121
529,529,6.32883,50.215607,0.0042121
530,530,6.32883,50.215607,0.0042121
531,531,6.32883,50.215607,0.0042121
532,532,6.32883,50.215607,0.0042121
533,533,6.32883,50.215607,0.0042121
534,534,6.32883,50.215607,0.0042121
535,535,6.32883,50.215607,0.0042121
536,536,6.266865,50.595878,0.00516997
537,537,6.266865,50.595878,0.00516997
538,538,6.266865,50.595878,0.00516997
539,539,6.266865,50.595878,0.00516997
540,540,6.266865,50.595878,0.00516997
541,541,6.266865,50.595878,0.00516997
542,542,6.266865,50.595878,0.00516997
543,543,6.266865,50.595878,0.00516997
544,544,6.266865,50.595878,0.00516997
545,545,6.266865,50.595878,0.00516997
546,546,6.266865,50.595878,0.00516997
547,547,6.266865,50.595878,0.00516997
548,548,6.266865,50.595878,0.00516997
549,549,6.266865,50.595878,0.00516997
550,550,6.266865,50.595878,0.00516997
551,551,6.266865,50.595878,0.00516997
552,552,6.266865,50.595878,0.00516997
553,553,6.266865,50.595878,0.00516997
554,554,6.266865,50.595878,0.00516997
555,555,6.266865,50.595878,0.00516997
556,556,6.270098,50.70178,0.00516997
557,557,6.270098,50.70178,0.00516997
558,558,6.270098,50.70178,0.00516997
559,559,6.270098,50.70178,0.00516997
560,560,6.270098,50.70178,0.00516997
561,561,6.270098,50.70178,0.00516997
562,562,6.270098,50.70178,0.00516997
563,563,6.270098,50.70178,0.00516997
564,564,6.270098,50.70178,0.00516997
565,565,6.270098,50.70178,0.00516997
566,566,6.833255,51.541882,0.004425
567,567,6.833255,51.541882,0.004425
568,568,6.833255,51.541882,0.004425
569,569,6.833255,51.541882,0.004425
570,570,6.833255,51.541882,0.004425
571,571,6.833255,51.541882,0.004425
572,572,6.833255,51.541882,0.004425
573,573,6.995988,51.403281,0.0042121
574,574,6.888018,50.009568,0.00491246
575,575,6.888018,50.009568,0.00491246
576,576,6.232078,50.746724,0.00516997
577,577,6.232078,50.746724,0.00516997
578,578,6.232078,50.746724,0.00516997
579,579,6.232078,50.746724,0.00516997
580,580,6.232078,50.746724,0.00516997
581,581,6.232078,50.746724,0.00516997
582,582,6.232078,50.746724,0.00516997
583,583,6.366389,50.747071,0.00516997
584,584,6.323306,50.726667,0.00516997
585,585,6.323306,50.726667,0.00516997
586,586,6.323306,50.726667,0.00516997
587,587,6.323306,50.726667,0.00516997
588,588,6.968945,51.431025,0.0042121
589,589,6.968945,51.431025,0.0042121
590,590,7.168684,51.247764,0.00499513
591,591,7.168684,51.247764,0.00499513
592,592,6.412117,50.684688,0.00538287
593,593,6.412117,50.684688,0.00538287
594,594,6.244127,50.011122,0.00476051
595,595,6.244127,50.011122,0.00476051
596,596,6.244127,50.011122,0.00476051
597,597,6.244127,50.011122,0.00476051
598,598,6.36698,50.23799,0.00469956
599,599,6.36698,50.23799,0.00469956
600,600,6.36698,50.23799,0.00469956
601,601,6.36698,50.23799,0.00469956
602,602,6.36698,50.23799,0.00469956
603,603,6.36698,50.23799,0.00469956
604,604,6.36698,50.23799,0.00469956
605,605,6.36698,50.23799,0.00469956
606,606,6.36698,50.23799,0.00469956
607,607,6.36698,50.23799,0.00469956
608,608,6.36698,50.23799,0.00469956
609,609,6.36698,50.23799,0.00469956
610,610,6.36698,50.23799,0.00469956
611,611,6.36698,50.23799,0.00469956
612,612,6.36698,50.23799,0.00469956
613,613,6.36698,50.23799,0.00469956
614,614,6.36698,50.23799,0.00469956
615,615,6.36698,50.23799,0.00469956
616,616,6.36698,50.23799,0.00469956
617,617,6.36698,50.23799,0.00469956
618,618,6.36698,50.23799,0.00469956
619,619,6.36698,50.23799,0.00469956
620,620,6.36698,50.23799,0.00469956
621,621,6.292036,50.548397,0.00516997
622,622,6.292036,50.548397,0.00516997
623,623,6.359268,50.266312,0.00469956
624,624,6.324636,50.779818,0.00516997
625,625,6.324636,50.779818,0.00516997
626,626,6.324636,50.779818,0.00516997
627,627,6.324636,50.779818,0.00516997
628,628,6.324636,50.779818,0.00516997
629,629,6.324636,50.779818,0.00516997
630,630,6.324636,50.779818,0.00516997
631,631,6.324636,50.779818,0.00516997
632,632,7.272145,51.443396,0.0042121
633,633,7.272145,51.443396,0.0042121
634,634,6.43618,50.55541,0.00538287
635,635,6.43618,50.55541,0.00538287
636,636,6.43618,50.55541,0.00538287
637,637,6.43618,50.55541,0.00538287
638,638,6.43618,50.55541,0.00538287
639,639,6.43618,50.55541,0.00538287
640,640,6.43618,50.55541,0.00538287
641,641,6.43618,50.55541,0.00538287
642,642,6.43618,50.55541,0.00538287
643,643,6.43618,50.55541,0.00538287
644,644,6.43618,50.55541,0.00538287
645,645,6.43618,50.55541,0.00538287
646,646,6.43618,50.55541,0.00538287
647,647,6.43618,50.55541,0.00538287
648,648,6.43618,50.55541,0.00538287
649,649,6.43618,50.55541,0.00538287
650,650,6.43618,50.55541,0.00538287
651,651,6.43618,50.55541,0.00538287
652,652,6.43618,50.55541,0.00538287
653,653,6.431563,50.073109,0.00491246
654,654,6.431563,50.073109,0.00491246
655,655,6.371654,50.764144,0.00516997
656,656,6.371654,50.764144,0.00516997
657,657,6.371654,50.764144,0.00516997
658,658,6.371654,50.764144,0.00516997
659,659,6.371654,50.764144,0.00516997
660,660,6.371654,50.764144,0.00516997
661,661,6.366387,50.747069,0.00516997
662,662,6.366387,50.747069,0.00516997
663,663,6.366387,50.747069,0.00516997
664,664,6.366387,50.747069,0.00516997
665,665,6.366387,50.747069,0.00516997
666,666,6.366387,50.747069,0.00516997
667,667,6.366387,50.747069,0.00516997
668,668,6.366387,50.747069,0.00516997
669,669,6.366387,50.747069,0.00516997
670,670,6.366387,50.747069,0.00516997
671,671,6.366387,50.747069,0.00516997
672,672,6.366387,50.747069,0.00516997
673,673,6.366387,50.747069,0.00516997
674,674,6.366387,50.747069,0.00516997
675,675,6.366387,50.747069,0.00516997
676,676,6.366387,50.747069,0.00516997
677,677,6.366387,50.747069,0.00516997
678,678,6.366387,50.747069,0.00516997
679,679,6.366387,50.747069,0.00516997
680,680,6.366387,50.747069,0.00516997
681,681,6.366387,50.747069,0.00516997
682,682,6.366387,50.747069,0.00516997
683,683,6.366387,50.747069,0.00516997
684,684,6.366387,50.747069,0.00516997
685,685,6.366387,50.747069,0.00516997
686,686,6.366387,50.747069,0.00516997
687,687,6.366387,50.747069,0.00516997
688,688,6.366387,50.747069,0.00516997
689,689,6.366387,50.747069,0.00516997
690,690,6.366387,50.747069,0.00516997
691,691,6.366387,50.747069,0.00516997
692,692,6.366387,50.747069,0.00516997
693,693,6.366387,50.747069,0.00516997
694,694,6.366387,50.747069,0.00516997
695,695,6.366387,50.747069,0.00516997
696,696,6.448138,49.856404,0.00491246
697,697,6.345695,50.717116,0.00516997
698,698,6.345695,50.717116,0.00516997
699,699,6.345695,50.717116,0.00516997
