"Lat","Lon","timepoint","year","month","day"
50.55541,6.43618,"t30",2018,4,3
50.55541,6.43618,"t60",2018,3,4
50.676448,6.198452,"t30",2019,1,22
50.676448,6.198452,"t60",2018,12,23
51.177977,6.418822,"t30",2019,3,30
51.177977,6.418822,"t60",2019,2,28
50.248808,6.227066,"t30",2017,2,15
50.248808,6.227066,"t60",2017,1,16
51.418056,7.250944,"t30",2019,2,5
51.418056,7.250944,"t60",2019,1,6
50.756521,6.243033,"t30",2018,5,16
50.756521,6.243033,"t60",2018,4,16
50.756932,6.321338,"t30",2016,3,1
50.756932,6.321338,"t60",2016,1,31
50.756932,6.321338,"t30",2017,6,22
50.756932,6.321338,"t60",2017,5,23
49.856404,6.448138,"t30",2015,2,24
49.856404,6.448138,"t60",2015,1,25
49.845261,6.389539,"t30",2018,2,24
49.845261,6.389539,"t60",2018,1,25
49.719908,6.652989,"t30",2016,4,3
